source,target,prediction
William E. Hart,Cishen Zhang,N
Yeng Chai Soh,Cishen Zhang,P
Sang C. Park,Cishen Zhang,N
Dimitar P. Guelev,Cishen Zhang,N
Ali R. Hurson,Cishen Zhang,P
Karl-Heinz Glatting,Cishen Zhang,N
William E. Hart,Elizabeth Gadd,N
Steve G. Probets,Elizabeth Gadd,N
Igor S. Pandzic,Elizabeth Gadd,N
Saman K. Halgamuge,Elizabeth Gadd,N
William E. Hart,Felix C. Gärtner,N
Ron Sun,Felix C. Gärtner,N
Ho-fung Leung,Felix C. Gärtner,N
Levente Buttyán,Felix C. Gärtner,P
Marco Roveri,Felix C. Gärtner,N
William E. Hart,Ruay Shiung Chang,P
Esther M. Arkin,Ruay Shiung Chang,P
Guillermo Gallego 0001,Ruay Shiung Chang,N
Tugrul Dayar,Ruay Shiung Chang,N
Priti Shankar,Ruay Shiung Chang,N
Eric J. Johnson,Gregory Karvounarakis,N
Michel Scholl,Gregory Karvounarakis,P
Dimitris Plexousakis,Gregory Karvounarakis,P
Jie Huang 0001,Iven M. Y. Mareels,N
Daniela Gerd tom Markotten,Iven M. Y. Mareels,N
James C. Bezdek,Iven M. Y. Mareels,P
Bob Moore,Iven M. Y. Mareels,N
Keqin Li,Iven M. Y. Mareels,P
Jie Huang 0001,Zhong-Ping Jiang,N
Ti-Chung Lee,Zhong-Ping Jiang,N
Chi-Sung Laih,Zhong-Ping Jiang,N
Jie Pan,Zhong-Ping Jiang,N
Javier Larrosa,Diana Marculescu,N
Christer Carlsson,Diana Marculescu,N
Paulo Cesar Masiero,Diana Marculescu,N
Javier Larrosa,Rina Dechter,P
Charles L. Brooks III,Rina Dechter,N
Helen Sharp,Rina Dechter,N
Bianca Falcidieno,Amnon Barak,N
Mukesh Singhal,Amnon Barak,P
Richard E. Ladner,Amnon Barak,P
Raimo P. Hämäläinen,Amnon Barak,N
Bianca Falcidieno,David Meyer,N
Alfred Taudes,David Meyer,N
Kireeti Kompella,David Meyer,N
Allen R. Tannenbaum,David Meyer,N
Toshimasa Ishii,David Meyer,N
Dana S. Nau,David Meyer,P
Bianca Falcidieno,Ellis L. Johnson,P
Stephen M. Pizer,Ellis L. Johnson,P
H. F. Machiel Van der Loos,Ellis L. Johnson,N
David A. Drake,Ellis L. Johnson,N
Costas N. Georghiades,Ellis L. Johnson,N
Bernard Grabot,Ellis L. Johnson,N
Bianca Falcidieno,Hermann A. Maurer,P
Ron Oliver,Hermann A. Maurer,N
Rik Pintelon,Hermann A. Maurer,N
Bianca Falcidieno,Kwei-Jay Lin,P
Alessandra Carbone,Kwei-Jay Lin,N
Bianca Falcidieno,Rebecca Montanari,N
André Kündgen,Rebecca Montanari,N
Giacomo Cabri,Rebecca Montanari,P
Jeffrey M. Bradshaw,Rebecca Montanari,N
Cesare Stefanelli,Rebecca Montanari,P
Lenore D. Zuck,In-Joong Ha,N
Ray Hackney,In-Joong Ha,N
Lenore D. Zuck,Roman Trobec,N
Antonis A. Argyros,Roman Trobec,N
Ning Zhong 0001,Roman Trobec,N
Mari Ostendorf,Roman Trobec,P
Piotr Indyk,Alice A. McRae,P
Jan Arne Telle,Alice A. McRae,P
Liang Sun,Alice A. McRae,N
William H. Tranter,Alice A. McRae,N
Michael T. Hallett,Alice A. McRae,P
Piotr Indyk,Alon Efrat,P
Arnon Amir,Alon Efrat,P
Carola Wenk,Alon Efrat,P
Savitha Srinivasan,Alon Efrat,P
Mario Marchese,Alon Efrat,P
Piotr Indyk,Julien Basch,P
Ilkka Niemelä,Julien Basch,N
Sander M. Bohte,Julien Basch,P
Gil-Chang Kim,Julien Basch,N
John Hershberger 0001,Julien Basch,P
Sudhir S. Dixit,Julien Basch,N
Piotr Indyk,Rajeev Motwani,P
Jennifer Widom,Rajeev Motwani,P
Moses Charikar,Rajeev Motwani,P
Pavol Hell,Rajeev Motwani,P
Lorenzo Peretto,Rajeev Motwani,P
Balaji Prabhakar,Rajeev Motwani,P
Nina Mishra,Rajeev Motwani,P
Rina Panigrahy,Rajeev Motwani,P
Steven S. Seiden,Rajeev Motwani,P
Howard J. Hamilton,Rajeev Motwani,P
Sulamita Klein,Rajeev Motwani,P
Sudipto Guha,Rajeev Motwani,P
Piotr Indyk,S. Muthukrishnan,P
Richard Cole 0001,S. Muthukrishnan,P
Divesh Srivastava,S. Muthukrishnan,P
J. M. Schumacher,S. Muthukrishnan,P
Christian Böhm,S. Muthukrishnan,P
Michael A. Bender,S. Muthukrishnan,P
Simon R. Arridge,Ali H. Sayed,N
Michel Mollard,Ali H. Sayed,N
Simon R. Arridge,George Pavlou,N
Walter D. Wallis,George Pavlou,P
MuDer Jeng,George Pavlou,N
Simon R. Arridge,Levente Buttyán,N
Jean-Pierre Hubaux,Levente Buttyán,P
Bernard Moulin,Levente Buttyán,N
Michel Mollard,Bruce A. Francis,N
Yi Lu Murphey,Bruce A. Francis,N
Michael Gribskov,Bruce A. Francis,N
Bart Jacobs 0001,Bruce A. Francis,N
Michel Mollard,Christophe Ringeissen,N
David Déharbe,Christophe Ringeissen,N
Valerie J. Gillet,Christophe Ringeissen,N
Cesare Tinelli,Christophe Ringeissen,N
Lishan Kang,Christophe Ringeissen,P
Giuseppe De Giacomo,Christophe Ringeissen,P
Michel Mollard,Keng Siau,N
Kalle Lyytinen,Keng Siau,P
Barbara Pernici,Keng Siau,P
Fiona Fui-Hoon Nah,Keng Siau,P
Michel Mollard,Patrick W. Fowler,N
Wolfgang Nejdl,Patrick W. Fowler,N
Hoang Duong Tuan,Patrick W. Fowler,P
Sigrún Andradóttir,Patrick W. Fowler,P
Miguel Toro,Patrick W. Fowler,N
Michel Mollard,Traci A. Carte,N
Peter A. Bath,Traci A. Carte,N
Alan R. Dennis,Traci A. Carte,P
Wen-Ran Zhang,Enrico Nardelli,N
Makoto Takizawa 0001,Enrico Nardelli,P
David C. Yen,Houn-Gee Chen,N
James J. Jiang,Houn-Gee Chen,N
Gary Klein 0001,Houn-Gee Chen,N
Rey-Long Liu,Houn-Gee Chen,N
David C. Yen,Jörg Kindermann,N
Fernando A. C. Gomide,Jörg Kindermann,N
David Thaler,Jörg Kindermann,N
David C. Yen,Shihab A. Shamma,N
Stephen H. Bryant,Shihab A. Shamma,N
David C. Yen,Vinícius Amaral Armentano,N
Christoph Adami,Vinícius Amaral Armentano,N
Lei Xu 0001,Vinícius Amaral Armentano,N
David C. Yen,Wang Chiew Tan,N
Sanjeev Khanna,Wang Chiew Tan,P
Jean-Marc Champarnaud,Wang Chiew Tan,N
Wenfei Fan,Wang Chiew Tan,P
Fionn Murtagh,Wang Chiew Tan,N
Gérard Bailly,Philippe Balbiani,P
Ozan K. Tonguz,Philippe Balbiani,N
Joachim Hammer,Philippe Balbiani,N
Peter Mertens,Philippe Balbiani,P
Theo Gevers,Philippe Balbiani,N
Bin Liu,Attahiru Sule Alfa,N
Alan D. Blair,Attahiru Sule Alfa,N
Vangelis Th. Paschos,Attahiru Sule Alfa,N
Bin Liu,Michel X. Goemans,P
H. T. Mouftah,Michel X. Goemans,P
Ness B. Shroff,Christophe Reutenauer,N
Chenming Hu,Christophe Reutenauer,N
Jens Zander,Christophe Reutenauer,N
John R. Kender,Christophe Reutenauer,N
Yung-Chang Chen,Ali Mohammad-Djafari,N
Franjo Pernus,Ali Mohammad-Djafari,N
Debra E. VanderMeer,Ali Mohammad-Djafari,N
Leo Dorst,Ali Mohammad-Djafari,N
Anantha Chandrakasan,Ali Mohammad-Djafari,N
Franjo Pernus,Murugan Anandarajan,N
Dmitrij Frishman,Murugan Anandarajan,N
Franjo Pernus,Roberto Tagliaferri,N
David Haussler,Roberto Tagliaferri,P
Radim Blaheta,Roberto Tagliaferri,N
Marios Mavronicolas,Roberto Tagliaferri,N
Richard H. Schelp,Roberto Tagliaferri,P
Lothar Reichel,Roberto Tagliaferri,N
Gösta Grahne,Roberto Tagliaferri,P
Stasys Jukna,Roberto Tagliaferri,N
Franjo Pernus,Xudong Luo,N
Hans-Jörg Schek,Xudong Luo,P
Christoph Adami,Xudong Luo,N
Ho-fung Leung,Xudong Luo,P
Eric Mendelsohn,Xudong Luo,N
Jimmy Ho-Man Lee,Xudong Luo,P
Domenico Cantone,Xudong Luo,N
Debra E. VanderMeer,Anastasios N. Venetsanopoulos,P
Juwei Lu,Anastasios N. Venetsanopoulos,P
Matti Pietikäinen,Anastasios N. Venetsanopoulos,P
Luciano Lenzini,Anastasios N. Venetsanopoulos,P
Noboru Sugie,Anastasios N. Venetsanopoulos,P
Debra E. VanderMeer,Anindya Datta,P
Phillip B. Gibbons,Anindya Datta,P
Desmond P. Taylor,Anindya Datta,P
Antonia Maria Tulino,Anindya Datta,N
Phone Lin,Anindya Datta,P
Debra E. VanderMeer,James D. McKeen,N
Christian Schlegel,James D. McKeen,P
Debra E. VanderMeer,Keigo Watanabe,N
Debra E. VanderMeer,Krithi Ramamritham,P
Anindya Datta,Krithi Ramamritham,P
Xavier Boyen,Krithi Ramamritham,P
Sang Hyuk Son,Krithi Ramamritham,P
Howard J. Hamilton,Krithi Ramamritham,P
Leo Dorst,Jean-Loup Risler,N
Mathieu Raffinot,Jean-Loup Risler,N
Anne Bergeron,Jean-Loup Risler,N
Carlo Blundo,Jean-Loup Risler,N
Henry Leung,Jean-Loup Risler,N
Anantha Chandrakasan,Chenzhong Cao,N
Yoram J. Kaufman,Chenzhong Cao,N
Bertrand Zavidovique,Chenzhong Cao,N
Anantha Chandrakasan,Imre J. Rudas,P
Shyong Jian Shyu,Ali N. Akansu,N
Andreas Nürnberger,Ali N. Akansu,N
Shyong Jian Shyu,Peng-Yeng Yin,N
Mohamed Haouari,Peng-Yeng Yin,N
Hsu-Chun Yen,Peng-Yeng Yin,N
Alessandro Casavola,Peng-Yeng Yin,N
Bertrand M. T. Lin,Peng-Yeng Yin,N
Shyong Jian Shyu,Yin-Te Tsai,P
Chin Lung Lu,Yin-Te Tsai,P
Hugh J. Watson,Yin-Te Tsai,N
Chuan Yi Tang,Yin-Te Tsai,P
Mario Piattini,Yin-Te Tsai,N
Alessandra Carbone,Ali Shokoufandeh,N
Jan Arne Telle,Gilbert Deléage,N
Hideo Saito,Gilbert Deléage,N
Guy Perrière,Gilbert Deléage,N
Dietmar Müller 0001,Gilbert Deléage,N
Jan Arne Telle,Guy Kortsarz,P
Robert Krauthgamer,Guy Kortsarz,P
Andrzej Proskurowski,Guy Kortsarz,P
Jan Arne Telle,Hans L. Bodlaender,P
Hajo Broersma,Hans L. Bodlaender,P
Udi Rotics,Hans L. Bodlaender,P
Ilya Shmulevich,Hans L. Bodlaender,P
Josep Torrellas,Hans L. Bodlaender,P
Fedor V. Fomin,Hans L. Bodlaender,P
Andreas Winter 0001,Hans L. Bodlaender,P
Jan Arne Telle,Sandra Mitchell Hedetniemi,P
Wayne Goddard,Sandra Mitchell Hedetniemi,P
Odile Favaron,Sandra Mitchell Hedetniemi,P
Louis O. Hertzberger,Sandra Mitchell Hedetniemi,P
Ralf Schweiger,Sandra Mitchell Hedetniemi,N
Luca Gemignani,Sandra Mitchell Hedetniemi,N
Yeh-Ching Chung,Sandra Mitchell Hedetniemi,N
Jan Arne Telle,Wing Cheong Lau,N
Vincent K. N. Lau,Wing Cheong Lau,N
Pascale Fung,Wing Cheong Lau,N
Soon Ang,Wing Cheong Lau,N
Liang Sun,Heinz H. Bauschke,N
Patrick L. Combettes,Heinz H. Bauschke,N
Liang Sun,Jayme Luiz Szwarcfiter,N
Kiran R. Bhutani,Jayme Luiz Szwarcfiter,N
Robert E. L. Aldred,Jayme Luiz Szwarcfiter,P
Sulamita Klein,Jayme Luiz Szwarcfiter,P
Myungchul Kim,Jayme Luiz Szwarcfiter,N
Liang Sun,Prakash M. Nadkarni,N
Michele Migliore,Prakash M. Nadkarni,N
Liang Sun,Rajeev Goré,N
Valeria de Paiva,Rajeev Goré,N
Sandra Martelli,Rajeev Goré,N
Martin Fleury,Rajeev Goré,N
Liang Sun,Xingxing Yu,P
Golan Yona,Xingxing Yu,P
Jeffrey F. Cohn,Xingxing Yu,P
Martin Stetter,Xingxing Yu,N
Guantao Chen,Xingxing Yu,P
Genghua Fan,Xingxing Yu,P
Amir K. Khandani,Xingxing Yu,N
William H. Tranter,Jean-Pierre Wigneron,N
Jan van Leeuwen,Jean-Pierre Wigneron,N
Jouni Pulliainen,Jean-Pierre Wigneron,P
William H. Tranter,Ryszard Kozera,N
Christian A. Duncan,Ryszard Kozera,N
Weiwei Sun,Ryszard Kozera,N
Michael T. Hallett,Igor E. Zverovich,N
Ofer Strichman,Igor E. Zverovich,N
Michael T. Hallett,Lawrence O'Gorman,P
Scott Shenker,Lawrence O'Gorman,P
Xiaoou Tang,Lawrence O'Gorman,P
Ana R. Cavalli,Lawrence O'Gorman,P
Songde Ma,Lawrence O'Gorman,P
Michael T. Hallett,Ori Haimanko,N
Naresh Sharma,Ori Haimanko,N
Vinko Erceg,Ori Haimanko,N
Zebo Peng,Hideo Fujiwara,P
Yervant Zorian,Hideo Fujiwara,P
Yi Xu,Hideo Fujiwara,P
Said Boussakta,Hideo Fujiwara,N
Yinghua Min,Hideo Fujiwara,P
John Carlo Bertot,Hideo Fujiwara,N
William Perrizo,Hideo Fujiwara,P
Zebo Peng,Sebastian Reich,N
Ashutosh Sabharwal,Sebastian Reich,N
Zebo Peng,Thomas E. Anderson,P
Henry Fuchs,Thomas E. Anderson,P
Demetres D. Kouvatsos,Thomas E. Anderson,P
Timothy Roscoe,Thomas E. Anderson,P
Larry L. Peterson,Thomas E. Anderson,P
Uwe Zdun,Thomas E. Anderson,N
Andrew Klapper,Alice Robbin,N
Nachum Dershowitz,Alice Robbin,N
Andrew Klapper,Igor E. Shparlinski,N
Alexander Russell,Igor E. Shparlinski,P
Alistair Sinclair,Igor E. Shparlinski,P
Mark Goresky,Igor E. Shparlinski,N
Nicola Leone,Igor E. Shparlinski,P
Phong Q. Nguyen,Igor E. Shparlinski,P
Antoine Rauzy,Igor E. Shparlinski,N
Andrew Klapper,Jie Shen 0001,N
Thomas Bauer,Jie Shen 0001,N
Paulo Jorge S. G. Ferreira,Jie Shen 0001,N
Alireza Karimi,Jie Shen 0001,N
Michael M. Marefat,Jie Shen 0001,N
Gregory E. Bottomley,Jie Shen 0001,N
Jörg Becker 0001,Jie Shen 0001,N
Andrew Klapper,Revaz Grigolia,N
Nachum Dershowitz,Mansour Al-Zanaidi,N
Simone Morosi,Mansour Al-Zanaidi,N
Anthony V. Robins,Mansour Al-Zanaidi,N
Nachum Dershowitz,Sheng-Gang Li,N
Shi-Zhong Bai,Sheng-Gang Li,N
Jacques Demongeot,Sheng-Gang Li,N
Dae-Ki Hong,Changeon Kang,P
Deying Li,Changeon Kang,N
Joseph L. Hammond,Changeon Kang,N
Dae-Ki Hong,Daesik Hong,P
Changeon Kang,Daesik Hong,P
Karl Rohr,Daesik Hong,N
Dae-Ki Hong,Ilya A. Rybak,N
Takeyoshi Dohi,Ilya A. Rybak,N
Guizhen Liu,Ilya A. Rybak,N
Ahmed Seffah,Ilya A. Rybak,N
Andrean Goede,Ilya A. Rybak,N
Binoy Ravindran,Ilya A. Rybak,N
Dae-Ki Hong,Kap Luk Chan,N
Nikolai K. Vereshchagin,Kap Luk Chan,P
Jun Liu,Kap Luk Chan,P
Dae-Ki Hong,Ümit V. Çatalyürek,N
Marcel J. T. Reinders,Ümit V. Çatalyürek,N
Kameswara Rao Namuduri,Ümit V. Çatalyürek,N
R. Michael Buehrer,Ümit V. Çatalyürek,N
Xiang-dong Hou,Baw-Jhiune Liu,N
Chia-Hui Chang,Baw-Jhiune Liu,P
Xiang-dong Hou,Laurent Foulloy,N
Solomon W. Golomb,Laurent Foulloy,N
Xiang-dong Hou,Shuta Murakami,N
Maria Luisa Sapino,Alicia Ageno,N
Hiroyuki Yotsuyanagi,Alicia Ageno,N
Paul A. Rubin,Alicia Ageno,N
Pak-Chung Ching,Alicia Ageno,N
John P. Hayes,Alicia Ageno,N
Hiroyuki Yotsuyanagi,Demosthenis Teneketzis,N
Aria Nosratinia,Demosthenis Teneketzis,N
Tomás Feder,Demosthenis Teneketzis,N
James E. Fowler,Demosthenis Teneketzis,N
Hiroyuki Yotsuyanagi,Masaki Hashizume,P
Paul A. Rubin,Jun-ichi Aoe,N
John P. Hayes,Igor L. Markov,P
Dirk Stroobandt,Igor L. Markov,P
David Eppstein,Igor L. Markov,P
Lionello Pogliani,Igor L. Markov,N
Deena Larsen,Igor L. Markov,P
Jean-Pierre Brans,Aline Chevalier,P
Guy Fitzgerald,Aline Chevalier,N
Terrance E. Boult,Aline Chevalier,N
Wallapak Tavanapong,Aline Chevalier,N
Yuval Rabani,Aline Chevalier,N
Michael Schmitt 0001,Aline Chevalier,N
Gilles Barthe,Aline Chevalier,N
Mariano Alcañiz Raya,Aline Chevalier,N
Jean-Pierre Brans,Giorgio Gallo,N
Giorgos B. Stamou,Giorgio Gallo,N
Tucker R. Balch,Giorgio Gallo,P
Guy Fitzgerald,Philip Powell,P
David A. Wagner 0001,Philip Powell,P
Paulo Jorge S. G. Ferreira,Philip Powell,N
Anthony J. Macula,Philip Powell,N
Jon G. Rokne,Philip Powell,N
Camilla Schwind,Philip Powell,N
Guy Fitzgerald,Tom Bohman,N
Nicholas C. Wormald,Tom Bohman,P
Steve Counsell,Tom Bohman,N
George Loizou,Tom Bohman,P
Guy Fitzgerald,Yu Hen Hu,P
Andrea L. Bertozzi,Yu Hen Hu,N
Renata Wassermann,Yu Hen Hu,N
Terrance E. Boult,Ta-Sung Lee,N
Internet Architecture Board,Ta-Sung Lee,N
Ibrahim W. Habib,Ta-Sung Lee,N
Terrance E. Boult,Visvanathan Ramesh,P
Nikos Paragios,Visvanathan Ramesh,P
Tong H. Lee,Visvanathan Ramesh,N
Li-Ming Tseng,Visvanathan Ramesh,N
Joseph Kee-Yin Ng,Visvanathan Ramesh,P
Paul Barford,Visvanathan Ramesh,N
Wallapak Tavanapong,Antonio Napolitano 0001,N
Roger S. Cheng,Antonio Napolitano 0001,N
Laureano F. Escudero,Antonio Napolitano 0001,N
Joan Torrens,Antonio Napolitano 0001,N
Wallapak Tavanapong,Kien A. Hua,P
Rafael Barea,Kien A. Hua,P
Stefan Friedrich,Kien A. Hua,N
Michael Schmitt 0001,Luigi Cinque,N
Gian Luca Foresti,Luigi Cinque,P
Sergio De Agostino,Luigi Cinque,P
Michael Schmitt 0001,Pamela Zave,N
Marino Miculan,Pamela Zave,P
Mariano Alcañiz Raya,Michele Conforti,N
Mariano Alcañiz Raya,Shi-Jinn Horng,N
Jennifer Widom,Shi-Jinn Horng,P
Gert Pfurtscheller,Shi-Jinn Horng,N
Mark R. Cutkosky,Shi-Jinn Horng,P
Dominique Bonvin,Alireza Karimi,N
Daniel M. Russell,Alireza Karimi,N
Pedro V. Silva,Alireza Karimi,N
Fred Baker,Alireza Karimi,N
Dominique Bonvin,Cees Witteveen,N
Dominique Bonvin,Claudio Montani,N
Nigel Shadbolt,Claudio Montani,N
Carlos F. Daganzo,Claudio Montani,N
Jong Yeoul Park,Claudio Montani,N
William Foster,Claudio Montani,N
Dominique Bonvin,Joe Zhu,N
Xiaoyang Sean Wang,Joe Zhu,N
William W. Cooper,Joe Zhu,N
Rajiv D. Banker,Joe Zhu,N
Dominique Bonvin,Ujjwal Maulik,N
Marc M. Van Hulle,Ujjwal Maulik,N
Nuno Correia 0001,Ujjwal Maulik,N
Neil F. Doherty,Ujjwal Maulik,N
Daniel M. Russell,Jo Ann Oravec,N
Antonio Moreno,Jo Ann Oravec,N
Hudson Turner,Jo Ann Oravec,N
Hyun Soo Kim,Jo Ann Oravec,N
Daniel M. Russell,Paul P. Maglio,P
Chalapathy Neti,Paul P. Maglio,P
Marko Petkovsek,Paul P. Maglio,N
Rudolf Mathon,Paul P. Maglio,N
Shirin Madon,Paul P. Maglio,N
Weiwei Sun,Paul P. Maglio,N
Pablo González de Santos,Paul P. Maglio,N
Fred Baker,Antonio J. López-Martín,N
Jaime Ramírez-Angulo,Antonio J. López-Martín,N
Antonio Torralba 0002,Antonio J. López-Martín,N
Ramón González Carvajal,Antonio J. López-Martín,N
David Haussler,Antonio J. López-Martín,N
Ola Henfridsson,Antonio J. López-Martín,N
Fred Baker,Hsien-Chung Wu,N
Josef Bigün,Hsien-Chung Wu,N
Bob Moore,Hsien-Chung Wu,N
Fred Baker,Soha Hassoun,P
Young-Hoon Kim,Soha Hassoun,N
William L. Kuechler Jr.,Soha Hassoun,N
Daniela Petrelli,Soha Hassoun,N
Maribel Fernández,Alison Lee,N
Burke T. Ward,Alison Lee,N
Maribel Fernández,Luisa Mich,N
Mo-Yuen Chow,Luisa Mich,N
Ilya Shmulevich,Luisa Mich,N
Adrian Segall,Luisa Mich,N
Maribel Fernández,Uri Wilensky,N
Thomas Bittner,Uri Wilensky,N
Stefano Chiaverini,Uri Wilensky,N
Burke T. Ward,Peter R. Wurman,N
Tung-Sang Ng,Peter R. Wurman,N
Bart Kosko,Peter R. Wurman,N
Daniel A. Menascé,Peter R. Wurman,N
Burke T. Ward,Wen-Ran Zhang,N
Lihua Xie,Wen-Ran Zhang,N
Siegfried Gottwald,Alistair G. Sutcliffe,N
John P. Georges,Alistair G. Sutcliffe,N
Siegfried Gottwald,Marc J. Schniederjans,N
Erik Hollnagel,Marc J. Schniederjans,N
Guoli Ding,Marc J. Schniederjans,N
Konstantinos N. Plataniotis,Marc J. Schniederjans,N
John P. Georges,Kwabena Boahen,N
Brian C. Williams,Kwabena Boahen,N
Bertram E. Shi,Kwabena Boahen,N
John P. Georges,Rayford B. Vaughn,N
Anupam Gupta,Alistair Sinclair,P
Joachim von zur Gathen,Alistair Sinclair,P
John A. Clark,Alistair Sinclair,N
Wolfgang Merkle,Alistair Sinclair,P
Anupam Gupta,Rajeev Rastogi,P
Stefano A. Cerri,Rajeev Rastogi,N
Pascal Felber,Rajeev Rastogi,P
Jordi Atserias,Rajeev Rastogi,N
Anupam Gupta,Ralph K. Cavin III,N
Antonio Torralba 0002,Ralph K. Cavin III,N
Roberto Bagnara,Ralph K. Cavin III,N
Umeshwar Dayal,Ralph K. Cavin III,P
Cecilia Mascolo,Ralph K. Cavin III,N
Joachim von zur Gathen,Anna Bernasconi 0001,P
Fabrizio Luccio,Anna Bernasconi 0001,P
Linda Pagli,Anna Bernasconi 0001,P
Michael E. Saks,Anna Bernasconi 0001,P
B. John Oommen,Anna Bernasconi 0001,P
Joachim von zur Gathen,Eric Allender,P
Anna Bernasconi 0001,Eric Allender,P
Marko Grobelnik,Eric Allender,P
Joachim von zur Gathen,Jun Huang,N
Jean-Pierre Barbot,Jun Huang,N
David Brown,Jun Huang,N
Ojelanki K. Ngwenyama,Jun Huang,N
Hans-Peter Seidel,Jun Huang,P
Joachim von zur Gathen,Milan Sonka,P
Joachim von zur Gathen,Yehoshua Y. Zeevi,P
Hyuck M. Kwon,Yehoshua Y. Zeevi,N
Srinagesh Gavirneni,Yehoshua Y. Zeevi,N
Nir A. Sochen,Yehoshua Y. Zeevi,P
John A. Clark,J. William Atwood,N
Gilad J. Kuperman,J. William Atwood,P
Iain S. Duff,J. William Atwood,N
Sylvie Galichet,J. William Atwood,N
Yan Qiu Chen,J. William Atwood,N
John A. Clark,Jesús E. Díaz-Verdejo,N
Jan Verschelde,Jesús E. Díaz-Verdejo,N
John A. Clark,Subhamoy Maitra,N
Harald Kosch,Subhamoy Maitra,N
Dipti Prasad Mukherjee,Subhamoy Maitra,N
Shinichi Tamura,Subhamoy Maitra,N
René Bañares-Alcántara,Subhamoy Maitra,N
David Zhang 0001,Subhamoy Maitra,N
Scott T. Acton,Subhamoy Maitra,N
Tobias Nipkow,Subhamoy Maitra,N
John A. Clark,Toby Berger,N
Stephen B. Wicker,Toby Berger,N
Michal Parnas,Toby Berger,P
Wolfgang Merkle,Frank Stephan 0001,P
Harry Buhrman,Frank Stephan 0001,P
Andrei A. Muchnik,Frank Stephan 0001,P
Luc Longpré,Frank Stephan 0001,P
Rolf Wiehagen,Frank Stephan 0001,P
Wolfgang Merkle,Heribert Vollmer,P
Ali A. Minai,Heribert Vollmer,N
Roland Glowinski,Heribert Vollmer,N
Edith Hemaspaandra,Heribert Vollmer,P
Keye Martin,Heribert Vollmer,N
Wolfgang Merkle,Sven Hartmann,N
Cevdet Aykanat,Sven Hartmann,N
Enrico Franconi,Sven Hartmann,N
Jie Pan,Sven Hartmann,N
Oded Berman,Alister G. Burr,N
Marian P. Kazmierkowski,Alister G. Burr,N
Paul Van Dooren,Alister G. Burr,N
Oded Berman,Andreas S. Schulz,P
Philippe Baptiste,Andreas S. Schulz,N
Ugur Güdükbay,Andreas S. Schulz,N
Delin Chu,Andreas S. Schulz,P
Oded Berman,Loren G. Terveen,P
Sunan Huang 0001,Loren G. Terveen,N
Satoru Miyano,Loren G. Terveen,P
Alexandros V. Gerbessiotis,Loren G. Terveen,N
Anton Leuski,Loren G. Terveen,P
Dingyi Pei,Loren G. Terveen,N
Oded Berman,Stephen B. Wicker,P
Amit Basu,Stephen B. Wicker,N
Marian P. Kazmierkowski,Giuseppe Buja,N
Du-Ming Tsai,Giuseppe Buja,N
Josef Pieprzyk,Giuseppe Buja,N
Paolo Prinetto,Giuseppe Buja,N
Marian P. Kazmierkowski,Uri N. Peled,N
Udi Rotics,Uri N. Peled,P
Sheela Ramanna,Uri N. Peled,N
Paul Van Dooren,Arkady B. Zaslavsky,P
Seng Wai Loke,Arkady B. Zaslavsky,P
Paul Van Dooren,Jörg Kliewer,N
Gérard D. Cohen,Jörg Kliewer,N
Tarek A. El-Ghazawi,Jörg Kliewer,N
Paul Van Dooren,Vincent D. Blondel,P
Betty Salzberg,Vincent D. Blondel,N
Valmir Carneiro Barbosa,Vincent D. Blondel,N
Paul Van Dooren,Wen-Wei Lin,N
Volker Mehrmann,Wen-Wei Lin,N
Donald P. Ballou,Wen-Wei Lin,N
Otmane Aït Mohamed,Wen-Wei Lin,N
Sven Hartmann,Debra E. VanderMeer,N
Frederick P. Brooks Jr.,Debra E. VanderMeer,P
Sven Hartmann,Edmond Bianco,N
John W. Woods,Edmond Bianco,N
Mohammed Javeed Zaki,Edmond Bianco,N
Rynson W. H. Lau,Edmond Bianco,N
Wang Chiew Tan,Edmond Bianco,N
Michael S. Hsiao,Edmond Bianco,N
Sven Hartmann,Giuseppe De Giacomo,N
Sven Hartmann,Joseph D. Ward,N
Robert K. Brayton,Joseph D. Ward,P
Mary Jean Harrold,Joseph D. Ward,N
Sven Hartmann,Klaus-Dieter Schewe,N
Günter Rote,Klaus-Dieter Schewe,P
Martin Karsten,Klaus-Dieter Schewe,P
Sven Hartmann,Ronitt Rubinfeld,N
Helen Sharp,Ronitt Rubinfeld,P
Kenji Kaneko,Ronitt Rubinfeld,P
Saurabh Sethia,Ronitt Rubinfeld,P
Don Coppersmith,Ronitt Rubinfeld,P
Michael Ben-Or,Ronitt Rubinfeld,P
Peter L. Reiher,Ronitt Rubinfeld,P
Sven Hartmann,Roy Meshulam,N
Bharat K. Bhargava,Eric Goubault,N
Khosrow Sohraby,Eric Goubault,N
Günter M. Ziegler,Eric Goubault,N
Hee Yong Youn,Eric Goubault,N
C. A. Middelburg,Eric Goubault,N
Bharat K. Bhargava,Howard Greisdorf,N
Bharat K. Bhargava,James D. Currie,N
Hesham El Gamal,James D. Currie,N
Bharat K. Bhargava,Michael Mealling,N
Graham Klyne,Michael Mealling,P
Bharat K. Bhargava,Wolfgang Nejdl,P
Tharam S. Dillon,Wolfgang Nejdl,P
Elizabeth Chang 0001,Wolfgang Nejdl,N
Marianne Winslett,Wolfgang Nejdl,P
Morris Sloman,Wolfgang Nejdl,P
William Klostermeyer,Wolfgang Nejdl,N
Hongbin Li,Ling Li,N
