,source,target,prediction
38685,Hoang Duong Tuan,Israel Cidon,N
38686,Hoang Duong Tuan,Israel Cidon,N
38687,Hoang Duong Tuan,Israel Cidon,N
38688,Tyseer Aboulnasr,Israel Cidon,N
38689,Tyseer Aboulnasr,Israel Cidon,N
38690,Tyseer Aboulnasr,Israel Cidon,N
38691,Richard J. Nowakowski,Israel Koren,N
38692,Richard J. Nowakowski,Israel Koren,N
38693,Richard J. Nowakowski,Israel Koren,N
38694,John J. McCann,Israel Koren,N
38695,John J. McCann,Israel Koren,N
38696,John J. McCann,Israel Koren,N
38697,Dusanka Janezic,István Lukovits,N
38698,Dusanka Janezic,István Lukovits,N
38699,Dusanka Janezic,István Lukovits,N
38700,Michele Conforti,István Lukovits,N
38701,Michele Conforti,István Lukovits,N
38702,Michele Conforti,István Lukovits,N
38703,Joan Feigenbaum,István Lukovits,N
38704,Joan Feigenbaum,István Lukovits,N
38705,Joan Feigenbaum,István Lukovits,N
38706,Ming-Ting Sun,István Lukovits,N
38707,Ming-Ting Sun,István Lukovits,N
38708,Ming-Ting Sun,István Lukovits,N
38709,Hans Weigand,István Maros,N
38710,Hans Weigand,István Maros,N
38711,Hans Weigand,István Maros,N
38712,Luc De Raedt,István Maros,N
38713,Luc De Raedt,István Maros,N
38714,Luc De Raedt,István Maros,N
38715,Kenta Nakai,István Simon,N
38716,Kenta Nakai,István Simon,N
38717,Kenta Nakai,István Simon,N
38718,Ke Wang,István Simon,N
38719,Ke Wang,István Simon,N
38720,Ke Wang,István Simon,N
38721,HongJiang Zhang,István Simon,N
38722,HongJiang Zhang,István Simon,N
38723,HongJiang Zhang,István Simon,N
38724,Chen-Yi Lee,István Simon,N
38725,Chen-Yi Lee,István Simon,N
38726,Chen-Yi Lee,István Simon,N
38727,Xun Yi,István Simon,N
38728,Xun Yi,István Simon,N
38729,Xun Yi,István Simon,N
38730,Yoshiaki Nemoto,István Simon,N
38731,Yoshiaki Nemoto,István Simon,N
38732,Yoshiaki Nemoto,István Simon,N
38733,Giuseppe Bianchi 0001,Itsuo Kumazawa,N
38734,Giuseppe Bianchi 0001,Itsuo Kumazawa,N
38735,Giuseppe Bianchi 0001,Itsuo Kumazawa,N
38736,Tatsuya Akutsu,Itsuo Kumazawa,N
38737,Tatsuya Akutsu,Itsuo Kumazawa,N
38738,Tatsuya Akutsu,Itsuo Kumazawa,N
38739,Yvon Savaria,Itsuo Kumazawa,N
38740,Yvon Savaria,Itsuo Kumazawa,N
38741,Yvon Savaria,Itsuo Kumazawa,N
38742,Rachida Dssouli,Itsuo Kumazawa,N
38743,Rachida Dssouli,Itsuo Kumazawa,N
38744,Rachida Dssouli,Itsuo Kumazawa,N
38745,Shmuel Safra,Itzhak Gilboa,N
38746,Shmuel Safra,Itzhak Gilboa,N
38747,Shmuel Safra,Itzhak Gilboa,N
38748,Toshio Nakatani,Itzhak Gilboa,N
38749,Toshio Nakatani,Itzhak Gilboa,N
38750,Toshio Nakatani,Itzhak Gilboa,N
38751,Jean-Loup Risler,Iuon-Chang Lin,N
38752,Jean-Loup Risler,Iuon-Chang Lin,N
38753,Jean-Loup Risler,Iuon-Chang Lin,N
38754,David R. Haynor,Ivan Bratko,N
38755,David R. Haynor,Ivan Bratko,N
38756,David R. Haynor,Ivan Bratko,N
38757,Luciano Lavagno,Ivan Bruha,N
38758,Luciano Lavagno,Ivan Bruha,N
38759,Luciano Lavagno,Ivan Bruha,N
38760,Catherine S. Greenhill,Ivan Bruha,N
38761,Catherine S. Greenhill,Ivan Bruha,N
38762,Catherine S. Greenhill,Ivan Bruha,N
38763,Anders Dessmark,Ivan Bruha,N
38764,Anders Dessmark,Ivan Bruha,N
38765,Anders Dessmark,Ivan Bruha,N
38766,Donald D. Cowan,Ivan Damgård,N
38767,Donald D. Cowan,Ivan Damgård,N
38768,Donald D. Cowan,Ivan Damgård,N
38769,Wan Fokkink,Ivan Damgård,N
38770,Wan Fokkink,Ivan Damgård,N
38771,Wan Fokkink,Ivan Damgård,N
38772,Hing-Fung Ting,Ivan Damgård,N
38773,Hing-Fung Ting,Ivan Damgård,N
38774,Hing-Fung Ting,Ivan Damgård,N
38775,Martin Stetter,Ivan Damgård,N
38776,Martin Stetter,Ivan Damgård,N
38777,Martin Stetter,Ivan Damgård,N
38778,Tuan D. Pham,Ivan Damgård,N
38779,Tuan D. Pham,Ivan Damgård,N
38780,Tuan D. Pham,Ivan Damgård,N
38781,Xin Wang,Ivan Damgård,N
38782,Xin Wang,Ivan Damgård,N
38783,Xin Wang,Ivan Damgård,N
38784,Andreas W. M. Dress,Ivan Gutman,N
38785,Andreas W. M. Dress,Ivan Gutman,N
38786,Andreas W. M. Dress,Ivan Gutman,N
38787,Johann Gasteiger,Ivan Gutman,N
38788,Johann Gasteiger,Ivan Gutman,N
38789,Johann Gasteiger,Ivan Gutman,N
38790,Stefan Grünewald,Ivan Gutman,N
38791,Stefan Grünewald,Ivan Gutman,N
38792,Stefan Grünewald,Ivan Gutman,N
38793,Shahram Latifi,Ivan Hal Sudborough,N
38794,Shahram Latifi,Ivan Hal Sudborough,N
38795,Shahram Latifi,Ivan Hal Sudborough,N
38796,Tung-Sang Ng,Ivan Hal Sudborough,N
38797,Tung-Sang Ng,Ivan Hal Sudborough,N
38798,Tung-Sang Ng,Ivan Hal Sudborough,N
38799,Yoonsuck Choe,Ivan Hal Sudborough,N
38800,Yoonsuck Choe,Ivan Hal Sudborough,N
38801,Yoonsuck Choe,Ivan Hal Sudborough,N
38802,Avram Sidi,Ivan Hal Sudborough,N
38803,Avram Sidi,Ivan Hal Sudborough,N
38804,Avram Sidi,Ivan Hal Sudborough,N
38805,Liang Zhao,Ivan Hal Sudborough,N
38806,Liang Zhao,Ivan Hal Sudborough,N
38807,Liang Zhao,Ivan Hal Sudborough,N
38808,Joël Goossens,Ivan J. Fair,N
38809,Joël Goossens,Ivan J. Fair,N
38810,Joël Goossens,Ivan J. Fair,N
38811,Lemin Li,Ivan J. Fair,N
38812,Lemin Li,Ivan J. Fair,N
38813,Lemin Li,Ivan J. Fair,N
38814,Luc De Raedt,Ivan J. Fair,N
38815,Luc De Raedt,Ivan J. Fair,N
38816,Luc De Raedt,Ivan J. Fair,N
38817,Robert D. van der Mei,Ivan J. Fair,N
38818,Robert D. van der Mei,Ivan J. Fair,N
38819,Robert D. van der Mei,Ivan J. Fair,N
38820,Anne Gelb,Ivan J. Fair,N
38821,Anne Gelb,Ivan J. Fair,N
38822,Anne Gelb,Ivan J. Fair,N
38823,Andrea L. Bertozzi,Ivan Kramosil,N
38824,Andrea L. Bertozzi,Ivan Kramosil,N
38825,Andrea L. Bertozzi,Ivan Kramosil,N
38826,Bengt Jonsson,Ivan Kramosil,N
38827,Bengt Jonsson,Ivan Kramosil,N
38828,Bengt Jonsson,Ivan Kramosil,N
38829,Joris De Schutter,Ivan Kramosil,N
38830,Joris De Schutter,Ivan Kramosil,N
38831,Joris De Schutter,Ivan Kramosil,N
38832,Ioannis Andreadis,Ivan Marsic,N
38833,Ioannis Andreadis,Ivan Marsic,N
38834,Ioannis Andreadis,Ivan Marsic,N
38835,Pavol Návrat,Ivan Mura,N
38836,Pavol Návrat,Ivan Mura,N
38837,Pavol Návrat,Ivan Mura,N
38838,Mike Paterson,Ivan Mura,N
38839,Mike Paterson,Ivan Mura,N
38840,Mike Paterson,Ivan Mura,N
38841,Gregor von Laszewski,Ivan Mura,N
38842,Gregor von Laszewski,Ivan Mura,N
38843,Gregor von Laszewski,Ivan Mura,N
38844,Subbiah Soundaralakshmi,Ivan Rapaport,N
38845,Subbiah Soundaralakshmi,Ivan Rapaport,N
38846,Subbiah Soundaralakshmi,Ivan Rapaport,N
38847,Christian Germain,Ivan Rozman,N
38848,Christian Germain,Ivan Rozman,N
38849,Christian Germain,Ivan Rozman,N
38850,Gerhard Friedrich,Ivan Rozman,N
38851,Gerhard Friedrich,Ivan Rozman,N
38852,Gerhard Friedrich,Ivan Rozman,N
38853,Julio Solano-González,Ivan Stojmenovic,N
38854,Julio Solano-González,Ivan Stojmenovic,N
38855,Julio Solano-González,Ivan Stojmenovic,N
38856,Mara Nikolaidou,Ivan Stojmenovic,N
38857,Mara Nikolaidou,Ivan Stojmenovic,N
38858,Mara Nikolaidou,Ivan Stojmenovic,N
38859,Michelle Effros,Ivan Stojmenovic,N
38860,Michelle Effros,Ivan Stojmenovic,N
38861,Michelle Effros,Ivan Stojmenovic,N
38862,Jeffery L. Kennington,Ivan W. Selesnick,N
38863,Jeffery L. Kennington,Ivan W. Selesnick,N
38864,Jeffery L. Kennington,Ivan W. Selesnick,N
38865,Carmen Coll,Ivan W. Selesnick,N
38866,Carmen Coll,Ivan W. Selesnick,N
38867,Carmen Coll,Ivan W. Selesnick,N
38868,T. Warren Liao,Ivan W. Selesnick,N
38869,T. Warren Liao,Ivan W. Selesnick,N
38870,T. Warren Liao,Ivan W. Selesnick,N
38871,Uriel G. Rothblum,Ivan W. Selesnick,N
38872,Uriel G. Rothblum,Ivan W. Selesnick,N
38873,Uriel G. Rothblum,Ivan W. Selesnick,N
38874,Jie Huang 0001,Iven M. Y. Mareels,N
38875,Jie Huang 0001,Iven M. Y. Mareels,N
38876,Jie Huang 0001,Iven M. Y. Mareels,N
38877,James C. Bezdek,Iven M. Y. Mareels,N
38878,James C. Bezdek,Iven M. Y. Mareels,N
38879,James C. Bezdek,Iven M. Y. Mareels,N
38880,Bob Moore,Iven M. Y. Mareels,N
38881,Bob Moore,Iven M. Y. Mareels,N
38882,Bob Moore,Iven M. Y. Mareels,N
38883,Keqin Li,Iven M. Y. Mareels,N
38884,Keqin Li,Iven M. Y. Mareels,N
38885,Keqin Li,Iven M. Y. Mareels,N
38886,Daniela Gerd tom Markotten,Iven M. Y. Mareels,N
38887,Daniela Gerd tom Markotten,Iven M. Y. Mareels,N
38888,Daniela Gerd tom Markotten,Iven M. Y. Mareels,N
38889,Ko-Wei Lih,Ivo Babuska,N
38890,Ko-Wei Lih,Ivo Babuska,N
38891,Ko-Wei Lih,Ivo Babuska,N
38892,Søren Brunak,Ivo Babuska,N
38893,Søren Brunak,Ivo Babuska,N
38894,Søren Brunak,Ivo Babuska,N
38895,Nicholas Mark Gotts,Ivo Babuska,N
38896,Nicholas Mark Gotts,Ivo Babuska,N
38897,Nicholas Mark Gotts,Ivo Babuska,N
38898,Xiao Zhou,Ivo Düntsch,N
38899,Xiao Zhou,Ivo Düntsch,N
38900,Xiao Zhou,Ivo Düntsch,N
38901,Jae Soo Yoo,Ivo L. Hofacker,N
38902,Jae Soo Yoo,Ivo L. Hofacker,N
38903,Jae Soo Yoo,Ivo L. Hofacker,N
38904,Xiu Ye,Ivo L. Hofacker,N
38905,Xiu Ye,Ivo L. Hofacker,N
38906,Xiu Ye,Ivo L. Hofacker,N
38907,Cyrus Shahabi,Ivo L. Hofacker,N
38908,Cyrus Shahabi,Ivo L. Hofacker,N
38909,Cyrus Shahabi,Ivo L. Hofacker,N
38910,Tracy Camp,Ivo L. Hofacker,N
38911,Tracy Camp,Ivo L. Hofacker,N
38912,Tracy Camp,Ivo L. Hofacker,N
38913,Yong-Yan Cao,Ivo L. Hofacker,N
38914,Yong-Yan Cao,Ivo L. Hofacker,N
38915,Yong-Yan Cao,Ivo L. Hofacker,N
38916,Samuel Pierre,Iwao Sasase,N
38917,Samuel Pierre,Iwao Sasase,N
38918,Samuel Pierre,Iwao Sasase,N
38919,Maurice Bruynooghe,Iwao Sato,N
38920,Maurice Bruynooghe,Iwao Sato,N
38921,Maurice Bruynooghe,Iwao Sato,N
38922,Marcus Peinado,Iwao Sato,N
38923,Marcus Peinado,Iwao Sato,N
38924,Marcus Peinado,Iwao Sato,N
38925,Hock-Hai Teo,Izak Benbasat,N
38926,Hock-Hai Teo,Izak Benbasat,N
38927,Hock-Hai Teo,Izak Benbasat,N
38928,Sebastiaan H. von Solms,Izak Benbasat,N
38929,Sebastiaan H. von Solms,Izak Benbasat,N
38930,Sebastiaan H. von Solms,Izak Benbasat,N
38931,Carlo Drioli,Izzet Kale,N
38932,Carlo Drioli,Izzet Kale,N
38933,Carlo Drioli,Izzet Kale,N
38934,Jeff B. Paris,Izzet Kale,N
38935,Jeff B. Paris,Izzet Kale,N
38936,Jeff B. Paris,Izzet Kale,N
38937,Leonard M. Jessup,Izzet Kale,N
38938,Leonard M. Jessup,Izzet Kale,N
38939,Leonard M. Jessup,Izzet Kale,N
38940,Margarita Mas,Izzet Kale,N
38941,Margarita Mas,Izzet Kale,N
38942,Margarita Mas,Izzet Kale,N
38943,Stan Sclaroff,Iñaki Inza,N
38944,Stan Sclaroff,Iñaki Inza,N
38945,Stan Sclaroff,Iñaki Inza,N
38946,José-Luis Pérez-de-la-Cruz,Iñaki Inza,N
38947,José-Luis Pérez-de-la-Cruz,Iñaki Inza,N
38948,José-Luis Pérez-de-la-Cruz,Iñaki Inza,N
38949,Mark A. Musen,Iñaki Inza,N
38950,Mark A. Musen,Iñaki Inza,N
38951,Mark A. Musen,Iñaki Inza,N
38952,David A. Bader,Iñaki Inza,N
38953,David A. Bader,Iñaki Inza,N
38954,David A. Bader,Iñaki Inza,N
38955,Demosthenis Teneketzis,J. Alison Noble,N
38956,Demosthenis Teneketzis,J. Alison Noble,N
38957,Demosthenis Teneketzis,J. Alison Noble,N
38958,Tomás Feder,J. Alison Noble,N
38959,Tomás Feder,J. Alison Noble,N
38960,Tomás Feder,J. Alison Noble,N
38961,Marc J. van Kreveld,J. B. Antoine Maintz,N
38962,Marc J. van Kreveld,J. B. Antoine Maintz,N
38963,Marc J. van Kreveld,J. B. Antoine Maintz,N
38964,Rob J. Kusters,J. B. Antoine Maintz,N
38965,Rob J. Kusters,J. B. Antoine Maintz,N
38966,Rob J. Kusters,J. B. Antoine Maintz,N
38967,Hsien-Kuei Hwang,J. B. Antoine Maintz,N
38968,Hsien-Kuei Hwang,J. B. Antoine Maintz,N
38969,Hsien-Kuei Hwang,J. B. Antoine Maintz,N
38970,Takao Terano,J. Ben Rosen,N
38971,Takao Terano,J. Ben Rosen,N
38972,Takao Terano,J. Ben Rosen,N
38973,Rolf Oppliger,J. Ben Rosen,N
38974,Rolf Oppliger,J. Ben Rosen,N
38975,Rolf Oppliger,J. Ben Rosen,N
38976,Mohammed Yeasin,J. Chen,N
38977,Mohammed Yeasin,J. Chen,N
38978,Mohammed Yeasin,J. Chen,N
38979,Rajeev Sharma,J. Chen,N
38980,Rajeev Sharma,J. Chen,N
38981,Rajeev Sharma,J. Chen,N
38982,Richard A. Volz,J. Chen,N
38983,Richard A. Volz,J. Chen,N
38984,Richard A. Volz,J. Chen,N
38985,Jean Scholtz,J. E. Leo Desautels,N
38986,Jean Scholtz,J. E. Leo Desautels,N
38987,Jean Scholtz,J. E. Leo Desautels,N
38988,Jing-Sheng Song,J. G. Dai,N
38989,Jing-Sheng Song,J. G. Dai,N
38990,Jing-Sheng Song,J. G. Dai,N
38991,Edgar N. Sánchez,J. G. Dai,N
38992,Edgar N. Sánchez,J. G. Dai,N
38993,Edgar N. Sánchez,J. G. Dai,N
38994,Jon G. Rokne,J. G. Dai,N
38995,Jon G. Rokne,J. G. Dai,N
38996,Jon G. Rokne,J. G. Dai,N
38997,Surajit Chaudhuri,J. G. Dai,N
38998,Surajit Chaudhuri,J. G. Dai,N
38999,Surajit Chaudhuri,J. G. Dai,N
39000,Christopher Metz,J. Ian Munro,N
39001,Christopher Metz,J. Ian Munro,N
39002,Christopher Metz,J. Ian Munro,N
39003,Dong Xu 0002,J. Ian Munro,N
39004,Dong Xu 0002,J. Ian Munro,N
39005,Dong Xu 0002,J. Ian Munro,N
39006,Katia Obraczka,J. J. Garcia-Luna-Aceves,N
39007,Katia Obraczka,J. J. Garcia-Luna-Aceves,N
39008,Katia Obraczka,J. J. Garcia-Luna-Aceves,N
39009,Pietro Manzoni,J. J. Garcia-Luna-Aceves,N
39010,Pietro Manzoni,J. J. Garcia-Luna-Aceves,N
39011,Pietro Manzoni,J. J. Garcia-Luna-Aceves,N
39012,Bernard Moulin,J. J. Garcia-Luna-Aceves,N
39013,Bernard Moulin,J. J. Garcia-Luna-Aceves,N
39014,Bernard Moulin,J. J. Garcia-Luna-Aceves,N
39015,Peter J. Giblin,J. J. Garcia-Luna-Aceves,N
39016,Peter J. Giblin,J. J. Garcia-Luna-Aceves,N
39017,Peter J. Giblin,J. J. Garcia-Luna-Aceves,N
39018,Clara Pizzuti,J. J. Garcia-Luna-Aceves,N
39019,Clara Pizzuti,J. J. Garcia-Luna-Aceves,N
39020,Clara Pizzuti,J. J. Garcia-Luna-Aceves,N
39021,Heon Young Yeom,J. Jenny Li,N
39022,Heon Young Yeom,J. Jenny Li,N
39023,Heon Young Yeom,J. Jenny Li,N
39024,Al Farooq Salam,J. Jenny Li,N
39025,Al Farooq Salam,J. Jenny Li,N
39026,Al Farooq Salam,J. Jenny Li,N
39027,Graham R. Nudd,J. Jenny Li,N
39028,Graham R. Nudd,J. Jenny Li,N
39029,Graham R. Nudd,J. Jenny Li,N
39030,Fritz Wysotzki,J. K. Truss,N
39031,Fritz Wysotzki,J. K. Truss,N
39032,Fritz Wysotzki,J. K. Truss,N
39033,Stan P. M. van Hoesel,J. K. Truss,N
39034,Stan P. M. van Hoesel,J. K. Truss,N
39035,Stan P. M. van Hoesel,J. K. Truss,N
39036,Abhijit S. Pandya,J. Karl Hedrick,N
39037,Abhijit S. Pandya,J. Karl Hedrick,N
39038,Abhijit S. Pandya,J. Karl Hedrick,N
39039,Aslihan Celik,J. Karl Hedrick,N
39040,Aslihan Celik,J. Karl Hedrick,N
39041,Aslihan Celik,J. Karl Hedrick,N
39042,Mahbub Hassan,J. Karl Hedrick,N
39043,Mahbub Hassan,J. Karl Hedrick,N
39044,Mahbub Hassan,J. Karl Hedrick,N
39045,Leonardo Maria Reyneri,J. Leo van Hemmen,N
39046,Leonardo Maria Reyneri,J. Leo van Hemmen,N
39047,Leonardo Maria Reyneri,J. Leo van Hemmen,N
39048,Rachida Dssouli,J. Leo van Hemmen,N
39049,Rachida Dssouli,J. Leo van Hemmen,N
39050,Rachida Dssouli,J. Leo van Hemmen,N
39051,Hsing Kenneth Cheng,J. Leon Zhao,N
39052,Hsing Kenneth Cheng,J. Leon Zhao,N
39053,Hsing Kenneth Cheng,J. Leon Zhao,N
39054,Jay F. Nunamaker Jr.,J. Leon Zhao,N
39055,Jay F. Nunamaker Jr.,J. Leon Zhao,N
39056,Jay F. Nunamaker Jr.,J. Leon Zhao,N
39057,Lina Zhou,J. Leon Zhao,N
39058,Lina Zhou,J. Leon Zhao,N
39059,Lina Zhou,J. Leon Zhao,N
39060,John W. Chinneck,J. Leon Zhao,N
39061,John W. Chinneck,J. Leon Zhao,N
39062,John W. Chinneck,J. Leon Zhao,N
39063,Jenny Preece,J. Leon Zhao,N
39064,Jenny Preece,J. Leon Zhao,N
39065,Jenny Preece,J. Leon Zhao,N
39066,Luc De Raedt,J. Leon Zhao,N
39067,Luc De Raedt,J. Leon Zhao,N
39068,Luc De Raedt,J. Leon Zhao,N
39069,Dorin Comaniciu,J. Leon Zhao,N
39070,Dorin Comaniciu,J. Leon Zhao,N
39071,Dorin Comaniciu,J. Leon Zhao,N
39072,Jude W. Shavlik,J. Leon Zhao,N
39073,Jude W. Shavlik,J. Leon Zhao,N
39074,Jude W. Shavlik,J. Leon Zhao,N
39075,Hoi-Kwong Lo,J. Leon Zhao,N
39076,Hoi-Kwong Lo,J. Leon Zhao,N
39077,Hoi-Kwong Lo,J. Leon Zhao,N
39078,Luca Zaccarian,J. M. Schumacher,N
39079,Luca Zaccarian,J. M. Schumacher,N
39080,Luca Zaccarian,J. M. Schumacher,N
39081,James J. Jiang,J. M. Schumacher,N
39082,James J. Jiang,J. M. Schumacher,N
39083,James J. Jiang,J. M. Schumacher,N
39084,John Rinzel,J. MacGregor Smith,N
39085,John Rinzel,J. MacGregor Smith,N
39086,John Rinzel,J. MacGregor Smith,N
39087,Marc Schoenauer,J. MacGregor Smith,N
39088,Marc Schoenauer,J. MacGregor Smith,N
39089,Marc Schoenauer,J. MacGregor Smith,N
39090,Patricia Flatley Brennan,J. Marc Overhage,N
39091,Patricia Flatley Brennan,J. Marc Overhage,N
39092,Patricia Flatley Brennan,J. Marc Overhage,N
39093,L. Paul Chew,J. Mark Ware,N
39094,L. Paul Chew,J. Mark Ware,N
39095,L. Paul Chew,J. Mark Ware,N
39096,Yong-Yan Cao,J. Mark Ware,N
39097,Yong-Yan Cao,J. Mark Ware,N
39098,Yong-Yan Cao,J. Mark Ware,N
39099,Yong Lian,J. Maurice Rojas,N
39100,Yong Lian,J. Maurice Rojas,N
39101,Yong Lian,J. Maurice Rojas,N
39102,Geoffrey J. Barton,J. Maurice Rojas,N
39103,Geoffrey J. Barton,J. Maurice Rojas,N
39104,Geoffrey J. Barton,J. Maurice Rojas,N
39105,Michael M. Kostreva,J. Michael Cherry,N
39106,Michael M. Kostreva,J. Michael Cherry,N
39107,Michael M. Kostreva,J. Michael Cherry,N
39108,S. A. M. Makki,J. Michael Pearson,N
39109,S. A. M. Makki,J. Michael Pearson,N
39110,S. A. M. Makki,J. Michael Pearson,N
39111,Steven J. Cox,J. Morris Chang,N
39112,Steven J. Cox,J. Morris Chang,N
39113,Steven J. Cox,J. Morris Chang,N
39114,Jean-Philippe Vial,J. Morris Chang,N
39115,Jean-Philippe Vial,J. Morris Chang,N
39116,Jean-Philippe Vial,J. Morris Chang,N
39117,Yair Bartal,J. Morris Chang,N
39118,Yair Bartal,J. Morris Chang,N
39119,Yair Bartal,J. Morris Chang,N
39120,Cheng-Yan Kao,J. Morris Chang,N
39121,Cheng-Yan Kao,J. Morris Chang,N
39122,Cheng-Yan Kao,J. Morris Chang,N
39123,Alvaro A. A. Fernandes,J. R. Cruz,N
39124,Alvaro A. A. Fernandes,J. R. Cruz,N
39125,Alvaro A. A. Fernandes,J. R. Cruz,N
39126,Yoon-Joon Lee,J. Roberto Evaristo,N
39127,Yoon-Joon Lee,J. Roberto Evaristo,N
39128,Yoon-Joon Lee,J. Roberto Evaristo,N
39129,Nicola Nicolici,J. Roberto Evaristo,N
39130,Nicola Nicolici,J. Roberto Evaristo,N
39131,Nicola Nicolici,J. Roberto Evaristo,N
39132,Ebadollah S. Mahmoodian,J. Roberto Evaristo,N
39133,Ebadollah S. Mahmoodian,J. Roberto Evaristo,N
39134,Ebadollah S. Mahmoodian,J. Roberto Evaristo,N
39135,Nael B. Abu-Ghazaleh,J. Roberto Evaristo,N
39136,Nael B. Abu-Ghazaleh,J. Roberto Evaristo,N
39137,Nael B. Abu-Ghazaleh,J. Roberto Evaristo,N
39138,Chen-Tung Chen,J. Ross Beveridge,N
39139,Chen-Tung Chen,J. Ross Beveridge,N
39140,Chen-Tung Chen,J. Ross Beveridge,N
39141,Mara Nikolaidou,J. Ross Beveridge,N
39142,Mara Nikolaidou,J. Ross Beveridge,N
39143,Mara Nikolaidou,J. Ross Beveridge,N
39144,Guu-chang Yang,J. Ross Beveridge,N
39145,Guu-chang Yang,J. Ross Beveridge,N
39146,Guu-chang Yang,J. Ross Beveridge,N
39147,Donald Yeung,J. Ross Beveridge,N
39148,Donald Yeung,J. Ross Beveridge,N
39149,Donald Yeung,J. Ross Beveridge,N
39150,Ali F. Farhoomand,J. Ross Beveridge,N
39151,Ali F. Farhoomand,J. Ross Beveridge,N
39152,Ali F. Farhoomand,J. Ross Beveridge,N
39153,Giovanni Betta,J. S. Lee,N
39154,Giovanni Betta,J. S. Lee,N
39155,Giovanni Betta,J. S. Lee,N
39156,Chiang Kao,J. S. Lee,N
39157,Chiang Kao,J. S. Lee,N
39158,Chiang Kao,J. S. Lee,N
39159,Michelle L. Kaarst-Brown,J. S. Lee,N
39160,Michelle L. Kaarst-Brown,J. S. Lee,N
39161,Michelle L. Kaarst-Brown,J. S. Lee,N
39162,Fengzhu Sun,J. S. Lee,N
39163,Fengzhu Sun,J. S. Lee,N
39164,Fengzhu Sun,J. S. Lee,N
39165,Satoshi Fujita,J. S. Lee,N
39166,Satoshi Fujita,J. S. Lee,N
39167,Satoshi Fujita,J. S. Lee,N
39168,Yutaka Tanaka,J. S. Lee,N
39169,Yutaka Tanaka,J. S. Lee,N
39170,Yutaka Tanaka,J. S. Lee,N
39171,Chris Mellish,J. Stuart Aitken,N
39172,Chris Mellish,J. Stuart Aitken,N
39173,Chris Mellish,J. Stuart Aitken,N
39174,Liu Wenyin,J. Stuart Aitken,N
39175,Liu Wenyin,J. Stuart Aitken,N
39176,Liu Wenyin,J. Stuart Aitken,N
39177,Wei Zhang,J. V. Tucker,N
39178,Wei Zhang,J. V. Tucker,N
39179,Wei Zhang,J. V. Tucker,N
39180,Lawrence O. Hall,J. V. Tucker,N
39181,Lawrence O. Hall,J. V. Tucker,N
39182,Lawrence O. Hall,J. V. Tucker,N
39183,Bahram Ravani,J. Wang,N
39184,Bahram Ravani,J. Wang,N
39185,Bahram Ravani,J. Wang,N
39186,Eric Mjolsness,J. Wang,N
39187,Eric Mjolsness,J. Wang,N
39188,Eric Mjolsness,J. Wang,N
39189,Gennian Ge,J. Wang,N
39190,Gennian Ge,J. Wang,N
39191,Gennian Ge,J. Wang,N
39192,Hiroaki Kitano,J. Wang,N
39193,Hiroaki Kitano,J. Wang,N
39194,Hiroaki Kitano,J. Wang,N
39195,Hong Zhu,J. Wang,N
39196,Hong Zhu,J. Wang,N
39197,Hong Zhu,J. Wang,N
39198,John C. Doyle,J. Wang,N
39199,John C. Doyle,J. Wang,N
39200,John C. Doyle,J. Wang,N
39201,Masaru Tomita,J. Wang,N
39202,Masaru Tomita,J. Wang,N
39203,Masaru Tomita,J. Wang,N
39204,Q. H. Wu,J. Wang,N
39205,Q. H. Wu,J. Wang,N
39206,Q. H. Wu,J. Wang,N
39207,T. Charles Hodgman,J. Wang,N
39208,T. Charles Hodgman,J. Wang,N
39209,T. Charles Hodgman,J. Wang,N
39210,Vladimir Batagelj,J. Wang,N
39211,Vladimir Batagelj,J. Wang,N
39212,Vladimir Batagelj,J. Wang,N
39213,Wai Ho Mow,J. Wang,N
39214,Wai Ho Mow,J. Wang,N
39215,Wai Ho Mow,J. Wang,N
39216,Juha Karhunen,J. Wang,N
39217,Juha Karhunen,J. Wang,N
39218,Juha Karhunen,J. Wang,N
39219,Roland P. Malhamé,J. Wang,N
39220,Roland P. Malhamé,J. Wang,N
39221,Roland P. Malhamé,J. Wang,N
39222,Samuel Matej,J. Wang,N
39223,Samuel Matej,J. Wang,N
39224,Samuel Matej,J. Wang,N
39225,Paolo Frasconi,J. Wenny Rahayu,N
39226,Paolo Frasconi,J. Wenny Rahayu,N
39227,Paolo Frasconi,J. Wenny Rahayu,N
39228,Gilad J. Kuperman,J. William Atwood,N
39229,Gilad J. Kuperman,J. William Atwood,N
39230,Gilad J. Kuperman,J. William Atwood,N
39231,Yan Qiu Chen,J. William Atwood,N
39232,Yan Qiu Chen,J. William Atwood,N
39233,Yan Qiu Chen,J. William Atwood,N
39234,Iain S. Duff,J. William Atwood,N
39235,Iain S. Duff,J. William Atwood,N
39236,Iain S. Duff,J. William Atwood,N
39237,John A. Clark,J. William Atwood,N
39238,John A. Clark,J. William Atwood,N
39239,John A. Clark,J. William Atwood,N
39240,Sylvie Galichet,J. William Atwood,N
39241,Sylvie Galichet,J. William Atwood,N
39242,Sylvie Galichet,J. William Atwood,N
39243,Edward A. Bender,J. William Helton,N
39244,Edward A. Bender,J. William Helton,N
39245,Edward A. Bender,J. William Helton,N
39246,L. Bruce Richmond,J. William Helton,N
39247,L. Bruce Richmond,J. William Helton,N
39248,L. Bruce Richmond,J. William Helton,N
39249,Lucas Chi Kwong Hui,J. Zhang,N
