source,target,prediction
Hiroshi Takeda,Kotaro Minato,P
Kunihiro Chihara,Kotaro Minato,P
Hassan Masum,Kotaro Minato,N
Sanjay Gosain,Kotaro Minato,N
Oriol Serra,Kotaro Minato,N
Y. Xie,Kotaro Minato,P
Richard Bean,Kotaro Minato,P
Ichiro Suzuki,Kouhei Akazawa,P
Éric Laugerotte,Kouhei Akazawa,P
Rolf Niedermeier,Kouhei Akazawa,N
Kung Fu Ng,Kouhei Akazawa,P
Vwani P. Roychowdhury,Kouhei Ohnishi,P
D. K. Subramanian,Kouhei Ohnishi,N
Marimuthu Palaniswami,Kouhei Ohnishi,N
Sten Grillner,Kouhei Ohnishi,P
Andrea Garzelli,Kouhei Ohnishi,N
Guruduth Banavar,Kouichi Ono,N
Sanna Talja,Kouichi Ono,P
Taesoon Park,Kouichi Sakurai,P
Kai Nagel,Kouichi Sakurai,P
Alexander Golbraikh,Kouichi Sakurai,P
Douglas DeCarlo,Kouichi Sakurai,N
Leandros Tassiulas,Koushik Kar,N
Murali S. Kodialam,Koushik Kar,P
Hiroshi Murase,Koushik Kar,N
Jorng-Tzong Horng,Koushik Kar,P
Mikel L. Forcada,Koushik Kar,P
Biye Ren,Koushik Kar,N
Beat Jeckelmann,Koushik Kar,P
Matti Latva-aho,Kris Steenhaut,N
Pedro Rangel Henriques,Kris Steenhaut,N
Jing Li,Krishna R. Narayanan,N
Chang N. Zhang,Krishna R. Narayanan,P
Nilanjan Sarkar,Krishna R. Narayanan,N
Erik L. L. Sonnhammer,Krishna R. Narayanan,P
Raymond G. Vickson,Krishna R. Narayanan,P
Victor R. Prybutok,Krishna R. Narayanan,P
Peter K. Willett,Krishna R. Pattipati,N
Peter Willett 0001,Krishna R. Pattipati,N
Joe Flaherty,Krishna Sekar,P
Luciano Boquete,Krishna Sekar,P
Ernest A. Edmonds,Krishna Sekar,P
Claus-Wilhelm von der Lieth,Krishna Sekar,P
Jennifer T. Chayes,Krishna Sekar,P
Paul van Schaik,Krishna Sekar,P
Erik Jan Marinissen,Krishnendu Chakrabarty,P
Lei Li,Krishnendu Chakrabarty,P
Mehmet Sahinoglu,Krishnendu Chakrabarty,N
Michael Gössel,Krishnendu Chakrabarty,N
Nur A. Touba,Krishnendu Chakrabarty,N
Ying Zhang,Krishnendu Chakrabarty,P
Yi Zou,Krishnendu Chakrabarty,N
Ernesto Estrada,Krishnendu Chakrabarty,N
Wai Lam,Kristin F. Kocan,N
Boris A. Trakhtenbrot,Kristin F. Kocan,P
Hossam Afifi,Kristin F. Kocan,N
Ohannes A. Karakashian,Kristin F. Kocan,P
David M. Pennock,Kristin J. Dana,N
Robert J. Elliott,Kristin J. Dana,N
Chun-Li Lin,Kristin J. Dana,N
Réjean Arseneau,Kristin R. Eschenfelder,N
Stephen M. Robinson,Kristin R. Eschenfelder,P
Reinhard Pichler,Kristin R. Eschenfelder,P
Stamatis Vassiliadis,Kristin R. Eschenfelder,P
Ana Paiva,Kristina Höök,N
George P. Schell,Kristina Höök,N
Satoru Kuhara,Kristina Höök,N
Chris Baber,Kristina Lerman,P
Nick Koudas,Kristina Lerman,P
Zhengyuan Xu,Kristina Lerman,P
Miron Livny,Kristina Lerman,P
Yawvi A. Fiagbedzi,Kristina Lerman,N
Alexandros V. Gerbessiotis,Krisztián Flautner,N
William E. Higgins,Krisztián Flautner,N
Alain Plagne,Krisztián Flautner,N
Anindya Datta,Krithi Ramamritham,N
Debra E. VanderMeer,Krithi Ramamritham,N
Sang Hyuk Son,Krithi Ramamritham,P
Howard J. Hamilton,Krithi Ramamritham,N
Xavier Boyen,Krithi Ramamritham,P
Pandjassarame Kangueane,Krithi Ramamritham,P
Eileen Kraemer,Krys Kochut,N
Ismailcem Budak Arpinar,Krys Kochut,N
D. S. Guru,Krys Kochut,P
Nedo Celandroni,Krzysztof C. Kiwiel,P
David Wetherall,Krzysztof C. Kiwiel,N
Shin-Yuan Hung,Krzysztof C. Kiwiel,P
David H. Owens 0001,Krzysztof Galkowski,P
Eric Rogers,Krzysztof Galkowski,N
Sampath Kannan,Krzysztof Galkowski,N
Türkay Dereli,Krzysztof Galkowski,N
Gilead Tadmor,Krzysztof Giaro,P
Pertti Vakkari,Krzysztof J. Cios,P
Xudong He,Krzysztof Murawski,N
H. Jonathan Chao,Krzysztof Murawski,P
Anne Gelb,Krzysztof Murawski,N
Erik M. van Mulligen,Krzysztof R. Apt,P
Christine Urquhart,Krzysztof R. Apt,P
Sangjae Lee,Krzysztof R. Apt,P
Zhongfu Wu,Krzysztof R. Apt,P
Xiaoping Liu,Krzysztof Walczak 0001,P
Lauren Weinstein,Krzysztof Walczak 0001,P
Danny Krizanc,Kshirasagar Naik,P
Sanguthevar Rajasekaran,Kshirasagar Naik,P
Vikraman Arvind,Kshirasagar Naik,N
Giovanni Muscato,Kshirasagar Naik,N
Elisha Sacks,Ku-Jin Kim,P
In-Kwon Lee,Ku-Jin Kim,P
Leo Joskowicz,Ku-Jin Kim,N
Kai-Tai Song,Ku-Jin Kim,P
George M. Church,Ku-Jin Kim,N
Giovanni Squillero,Ku-Jin Kim,P
Albert H. Huang,Kuanchin Chen,P
David C. Yen,Kuanchin Chen,P
Gabriele Piccoli,Kuanchin Chen,N
Andrzej Pelc,Kuanchin Chen,P
PooGyeon Park,Kuanchin Chen,P
Eckhard Lichtenthaler,Kudret Demirli,P
Rudolf Ahlswede,Kudret Demirli,N
Dimitrios N. Serpanos,Kuldip K. Paliwal,N
Khee Meng Koh,Kuldip K. Paliwal,P
Linda Dailey Paulson,Kuldip K. Paliwal,N
Tran van Trung,Kuldip K. Paliwal,P
Markus Müller-Olm,Kumar N. Sivarajan,P
Christopher S. Tang,Kumar Rajaram,N
Jihong Ou,Kumar Rajaram,P
Srikanth T. Srinivasan,Kumar Rajaram,N
François Pachet,Kumar Rajaram,P
Peter G. Neumann,Kumar Rajaram,N
François Pierrot,Kumar Rajaram,P
Zhongzhi Shi,Kumar Rajaram,P
Paolo Baldan,Kumar V. Vemuri,N
Salvador Climent 0001,Kumpati S. Narendra,N
Yan Huang 0005,Kumpati S. Narendra,P
Igor Walukiewicz,Kumpati S. Narendra,P
Le Yi Wang,Kun Chang Lee,P
Nancy S. Eickelmann,Kun Chang Lee,P
William R. Pulleyblank,Kun Chang Lee,N
Kai-Yuan Cai,Kun Chang Lee,N
Sos S. Agaian,Kun Chang Lee,N
Serge Fdida,Kun-Jen Chung,P
William J. Mitchell 0002,Kun-Jen Chung,N
Frederick P. Brooks Jr.,Kun-Jen Chung,P
Suresh Subramaniam,Kun-Jen Chung,P
Susan V. Vrbsky,Kun-Lung Wu,P
Tao Zhang,Kun-Lung Wu,N
Jinho Choi 0001,Kun-Lung Wu,P
Chin Lung Lu,Kun-Mao Chao,N
Tao Jiang 0001,Kun-Mao Chao,P
Yin-Te Tsai,Kun-Mao Chao,N
Andrea L. Bertozzi,Kun-Mao Chao,P
Ananth V. Iyer,Kun-Mao Chao,N
Jong-Sen Lee,Kun-Shan Chen,N
Leung Tsang,Kun-Shan Chen,P
Perry R. Cook,Kun-Shan Chen,N
Arnaldo de Albuquerque Araújo,Kun-Shan Chen,N
Emil M. Petriu,Kun-Shan Chen,N
Hanif D. Sherali,Kun-Wah Yip,P
Hae Yong Kim,Kun-Wah Yip,N
Jae-Hoon Kim 0001,Kun-Wah Yip,P
Rik Pintelon,Kun-Wah Yip,N
Paolo Tonella,Kun-Wah Yip,N
Xi Yin Zheng,Kung Fu Ng,P
Michèle Sebag,Kung Fu Ng,N
Hao Li 0002,Kung Fu Ng,N
Takashi Horiyama,Kung Fu Ng,N
Armin Hemmerling,Kung Fu Ng,P
Efstratios N. Pistikopoulos,Kung Fu Ng,N
Dirk Dahlhaus,Kung Yao,P
Marvin K. Simon,Kung Yao,P
Michael P. Fitz,Kung Yao,P
Ye (Geoffrey) Li,Kung Yao,P
Yu Hen Hu,Kung Yao,P
Chenna Ramu,Kung Yao,P
Kazuo Kiguchi,Kunhiraman Nair,N
Reginald L. Lagendijk,Kunhiraman Nair,N
A. Murat Tekalp,Kuniaki Kawabata,P
Takeshi Tokuyama,Kuniaki Kawabata,P
Dimitrios Gunopulos,Kunibert G. Siebert,N
Frank Hoppensteadt,Kunibert G. Siebert,P
Toby Berger,Kunibert G. Siebert,P
Tarek F. Abdelzaher,Kunibert G. Siebert,N
Richard J. Duro,Kunibert G. Siebert,P
Gang Wu,Kunibert G. Siebert,N
Oswin Aichholzer,Kunibert G. Siebert,P
Chong Jin Ong,Kunibert G. Siebert,N
Nigel Ward,Kunihiko Fukushima,P
Nikolaos Papaspyrou,Kunihiko Fukushima,N
Ferdinand Peper,Kunihiko Fukushima,P
Tatsuya Kawahara,Kunihiko Fukushima,N
Lidia Fuentes,Kunihiko Fukushima,N
Zhigang Zhu,Kunihiko Fukushima,P
Chin-Tau A. Lea,Kunihiro Chihara,N
Scott A. Mahlke,Kunihiro Chihara,P
Thomas P. Jensen,Kunikatsu Takase,N
Alberto Apostolico,Kunsoo Park,P
Ramesh Hariharan,Kunsoo Park,N
Richard Cole 0001,Kunsoo Park,N
S. Muthukrishnan,Kunsoo Park,P
Xi Min Zhang,Kunsoo Park,P
Gerard Sierksma,Kunsoo Park,P
Jian Zhang,Kuntal Sengupta,N
José L. Marroquín,Kuntal Sengupta,N
Francesca Vatta,Kuntal Sengupta,P
Giovanni Lo Faro,Kuntal Sengupta,P
Arun Krishnan,Kuo-Bin Li,N
Wing-Kin Sung,Kuo-Bin Li,N
Kholmatzhon Kh. Imomnazarov,Kuo-Bin Li,P
Ruth F. Curtain,Kuo-Bin Li,P
K. S. Chaudhuri,Kuo-Bin Li,P
Donald E. Knuth,Kuo-Bin Li,N
Ke Liu,Kuo-Bin Li,N
Kun-Shan Chen,Kuo-Chin Fan,P
Raghupathy Sivakumar,Kuo-Hsiang Chen,N
Roman Wienands,Kuo-Hsiang Chen,P
Wolfgang Emmerich,Kuo-Hsiang Chen,P
Hsueh-I Lu,Kuo-Liang Chung,P
James A. Bednar,Kuo-Liang Chung,P
Barry Eaglestone,Kuo-Ming Chao,P
Bernd Krauskopf,Kuo-Ming Chao,N
Sune R. J. Axelsson,Kuo-Ming Chao,P
Martin W. P. Savelsbergh,Kuo-Ming Chao,P
Suzanne Bakken,Kuo-Ming Chao,N
M. James C. Crabbe,Kuo-Ming Chao,N
Shu-Ching Wang,Kuo-Qin Yan,P
Richard E. Overill,Kuo-Qin Yan,P
Constantine Katsinis,Kuo-Qin Yan,P
Rolf Hennicker,Kurt C. Wallnau,P
Klaus Küspert,Kurt Geihs,P
Roland Potthast,Kurt Geihs,N
James Demmel,Kurt Geihs,P
David Meyer,Kurt Hornik,N
Masaki Hashizume,Kurt Hornik,P
Inés Couso,Kurt Jetter,N
Yeongho Kim,Kurt Jetter,P
Israel Korn,Kurt M. Anstreicher,P
David J. Kriegman,Kurt M. Anstreicher,N
Toshimitsu Ushio,Kurt M. Anstreicher,P
Dongkyoung Chwa,Kurt M. Anstreicher,N
Kai Tang,Kurt M. Anstreicher,N
An-Sing Chen,Kurt Maly,N
Christine M. O'Keefe,Kurt Maly,P
Peter Sanders 0001,Kurt Mehlhorn,P
Rebecca C. Wade,Kurt Mehlhorn,N
Hao Li,Kurt Mehlhorn,P
Jirí Adámek,Kurt Mehlhorn,P
Richard G. Baraniuk,Kurt Mehlhorn,P
René van den Brink,Kurt VanLehn,N
Ana Cavalcanti,Kurt VanLehn,P
Walter G. Kropatsch,Kurt VanLehn,N
Tomoaki Miura,Kurtis J. Thome,N
Myung-Geun Chun,Kurtis J. Thome,N
Jesse H. Poore,Kurtis J. Thome,P
Piero A. Bonatti,Kutluyil Dogancay,N
Oscar De Feo,Kutluyil Dogancay,N
Trevor Hastie,Kutluyil Dogancay,P
Bertram E. Shi,Kwabena Boahen,P
John P. Georges,Kwabena Boahen,P
Brian C. Williams,Kwabena Boahen,N
Kuanchin Chen,Kwabena Boahen,N
Tu Bao Ho,Kwai-Sang Chin,P
María Alpuente,Kwai-Sang Chin,P
Jyoti Choudrie,Kwai-Sang Chin,P
Hyunseung Choo,Kwai-Sang Chin,N
Kenneth I. Joy,Kwan-Liu Ma,N
Shyhtsun Felix Wu,Kwan-Liu Ma,P
Yuyan Chao,Kwan-Liu Ma,N
Hans Havlicek,Kwan-Liu Ma,N
Hiroyuki Sato,Kwan-Liu Ma,N
Wen-Syan Li,Kwan-Liu Ma,P
Ron M. Roth,Kwan-Liu Ma,N
Ivan Bratko,Kwang Mong Sim,P
Diane Lending,Kwang Mong Sim,N
J. G. Dai,Kwang Mong Sim,P
Leonard M. Jessup,Kwang Mong Sim,P
S. Raghavan,Kwang Mong Sim,P
Ravi Kumar 0001,Kwang Mong Sim,P
Rynson W. H. Lau,Kwang Mong Sim,N
Zixue Cheng,Kwang-Cheng Chen,P
Roger D. Hersch,Kwang-Cheng Chen,N
Olaf Wolkenhauer,Kwang-Hyun Cho,P
David H. Staelin,Kwang-Hyun Cho,N
Dinesh Manocha,Kwang-Hyun Cho,P
MengChu Zhou,Kwang-Hyun Cho,N
Erwin Laure,Kwang-Hyun Cho,P
Tetsuzo Tanino,Kwang-Ting (Tim) Cheng,P
Stanley E. Payne,Kwang-Ting (Tim) Cheng,N
Gennian Ge,Kwang-Ting (Tim) Cheng,P
Rocky Ross,Kwang-Ting (Tim) Cheng,P
Michael Grass,Kwanghee Nam,P
Otto Carlos Muniz Bandeira Duarte,Kwanghoon Sohn,P
Prakash P. Shenoy,Kwanghoon Sohn,P
Tianming Wang,Kwangjo Kim,P
Susanne Lehner,Kwangjo Kim,N
Arieh Lev,Kwangjo Kim,N
Peter D. Turney,Kwangjo Kim,N
Toyohisa Kaneko,Kwee-Bo Sim,P
Steven Dubowsky,Kwee-Bo Sim,P
Óscar Reinoso,Kwei-Jay Lin,P
Alessandra Carbone,Kwei-Jay Lin,P
Bianca Falcidieno,Kwei-Jay Lin,P
Feng Yang,Kwok H. Li,N
Lih-Chang Lin,Kwok H. Li,N
Sushmita Mitra,Kwok H. Li,P
Clarisse Sieckenius de Souza,Kwok H. Li,P
Atreyi Kankanhalli,Kwok Kee Wei,N
John Lim,Kwok Kee Wei,N
Russell Housley,Kwok Kee Wei,P
Marshall T. Rose,Kwok Kee Wei,P
Guanrong Chen,Kwok-Tung Lo,N
Nikolaos G. Bourbakis,Kwok-Tung Lo,N
Josef Pauli,Kwok-Tung Lo,P
Edward R. Dougherty,Kwok-Tung Lo,P
Vikram Iyengar,Kwok-Tung Lo,P
Jean Vanderdonckt,Kwok-Tung Lo,N
R. Baker Kearfott,Kwok-Tung Lo,N
Nikolaos G. Bourbakis,Kwok-Wai Cheung,P
Shankar P. Bhattacharyya,Kwok-Wai Cheung,P
Ulrich G. Hofmann,Kwok-Wai Cheung,N
Jian Tang 0001,Kwok-Wai Cheung,N
Elizabeth Sklar,Kwok-Wai Cheung,N
Abdelmadjid Bouabdallah,Kwok-Wai Cheung,N
Theo Gevers,Kwok-Wai Cheung,P
Zhongfu Wu,Kwok-Wo Wong,P
Tadashi Ishihara,Kwok-Wo Wong,N
Claudio Moraga,Kwok-Wo Wong,P
Ning Cai,Kwok-Yan Lam,N
Akio Koyama,Kwok-Yan Lam,N
H. Joseph Wen,Kwok-Yan Lam,P
Maria Carolina Monard,Kwok-Yan Lam,N
Günther Nürnberger,Kwok-Yan Lam,P
Paul Wouters,Kwok-Yan Lam,N
Yuk-Yin Wong,Kwong-Sak Leung,P
Zongben Xu,Kwong-Sak Leung,P
Luciano Gamberini,Kwong-Sak Leung,P
Kôiti Hasida,Kwong-Sak Leung,P
Gabriel Altmann,Kwonhue Choi,P
Serpil Sayin,Kwyro Lee,N
Kyungwhoon Cheun,Kyeongcheol Yang,N
Hannes Hartenstein,Kyeongcheol Yang,P
Anuj Srivastava,Kyle A. Gallivan,P
Peter M. W. Knijnenburg,Kyle A. Gallivan,P
Xiuwen Liu,Kyle A. Gallivan,P
Yongduek Seo,Kyle A. Gallivan,P
Martin D. F. Wong,Kyle A. Gallivan,P
Ming Li 0001,Kyle A. Gallivan,N
Key-Sun Choi,Kyo Kageura,P
Noriko Kando,Kyo Kageura,N
Satoshi Nakamura 0001,Kyo Kageura,P
Carla Manni,Kyo Kageura,P
Carlos Humes Jr.,Kyo Kageura,N
Torsten Braun,Kyo Kageura,N
Jizhong Xiao,Kyo Kageura,N
Hyun Soo Kim,Kyoung Jun Lee,N
Martin C. Henson,Kyoung Jun Lee,P
Mark Crovella,Kyoung Jun Lee,N
Christer Carlsson,Kyoung Jun Lee,P
Stefano Nolfi,Kyoung Jun Lee,P
Jian Li 0001,Kyoung Jun Lee,N
Marco Lops,Kyoung Jun Lee,P
Chang-Su Kim,Kyoung Mu Lee,P
Sukho Lee,Kyoung Mu Lee,P
Plamen P. Angelov,Kyoung Mu Lee,N
Nikolai A. Simonov,Kyoung Mu Lee,P
Volker Tresp,Kyoung Mu Lee,P
Michele Colajanni,Kyoung Mu Lee,P
Jung-Hong Chuang,Kyriakos Keremedis,N
Jieping Ye,Kyriakos Keremedis,N
Tandy J. Warnow,Kyriakos Keremedis,N
George K. Kokkinakis,Kyriakos N. Sgarbas,N
Nikos Fakotakis,Kyriakos N. Sgarbas,P
Qi Shi,Kyriakos N. Sgarbas,P
Manuel Díaz,Kyriakos N. Sgarbas,N
John Mingers,Kyriakos N. Sgarbas,P
Hideo Saito,Kyriakos N. Sgarbas,P
Marwan Krunz,Kyriakos N. Sgarbas,P
Byung Suk Lee,Kyu-Young Whang,P
Sang Ho Lee,Kyu-Young Whang,N
Mohan L. Chaudhry,Kyung C. Chae,N
Ashwin Srinivasan,Kyung C. Chae,P
Myungchul Kim,Kyung Sup Kwak,P
Omer Reingold,Kyung Sup Kwak,N
Jonathan F. Bard,Kyung Sup Kwak,N
Joe Campbell,Kyung Sup Kwak,P
Eileen Kraemer,Kyung-Yong Chwa,N
Anthony J. Weiss,Kyung-Yong Chwa,N
José A. Pino,Kyung-Yong Chwa,N
Nicolai Petkov,Kyung-Yong Chwa,N
Walter A. Kosters,Kyung-Yong Chwa,P
Hans Zwart,Kyung-Yong Chwa,P
Chih-Lyang Hwang,Kyung-Yong Chwa,N
Mourad Oussalah 0002,Kyung-Yong Chwa,P
Salvador Climent 0001,Kyungsook Han,P
Xiaoguang Yang,Kyungsook Han,P
Vincent T. Y. Ng,Kyungsook Han,P
Francisco Larrión,Kyungsook Han,P
Alexandre V. Zamulin,Kyungwhoon Cheun,N
Antonis C. Stylianou,Kyungwhoon Cheun,P
José Ferreira de Rezende,Kyungwhoon Cheun,P
Daniel Sánchez 0001,Kyungwhoon Cheun,N
Andreas Rieder,Kyungwhoon Cheun,N
Athanasios G. Kanatas,Kyuseok Shim,N
Yosinori Watanabe,Kyuseok Shim,N
Alessio Micheli,Kôiti Hasida,N
Robert C. MacGregor,L. Bruce Richmond,N
Ting-Zhu Huang,L. Bruce Richmond,P
Taejung Kim,L. Bruce Richmond,P
Robert B. Heckendorn,L. Darrell Whitley,P
Andrea Bobbio,L. Darrell Whitley,P
Myungchul Kim,L. Ganesan,P
Eric Horvitz,L. Ganesan,N
Franc Novak,L. Ganesan,N
Shuzhi Sam Ge,L. Huang,P
Tong Heng Lee,L. Huang,N
Chin-Wang Tao,L. Huang,P
Stephen Harris,L. Huang,P
C. P. Rupert,L. Huang,N
Ralph K. Cavin III,L. Jean Camp,P
Richard Withey,L. Jean Camp,N
Jeffrey H. Reed,L. Jean Camp,P
Wessel Kraaij,L. Jean Camp,P
Colin de la Higuera,L. Jean Camp,N
Ehud Lehrer,L. Miguel Encarnação,P
Thomas Beth,L. Miguel Encarnação,P
Hans Zantema,L. Miguel Encarnação,N
Qiong Zhang,L. Miguel Encarnação,P
Hamish Cunningham,L. Miguel Encarnação,N
Aura Ganz,L. Paul Chew,N
Olivier Barreteau,L. Venkata Subramaniam,P
Paul Sajda,L. Venkata Subramaniam,P
Daniel Sánchez 0001,L. Yang,N
Robert Fullér,L. Yang,N
Moshe Zukerman,Lachlan L. H. Andrew,N
Stephen V. Hanly,Lachlan L. H. Andrew,N
Yuliy M. Baryshnikov,Lachlan L. H. Andrew,P
Yves Moreau,Lachlan L. H. Andrew,P
Xiang-Yang Li 0001,Lachlan L. H. Andrew,N
Alexander Mielke,Ladislav J. Kohout,N
Yukio Shibata,Ladislav J. Kohout,P
George Buchanan,Ladislav J. Kohout,P
Arthur L. Liestman,Ladislav Stacho,N
Guillaume Fertin,Ladislav Stacho,P
Ján Manuch,Ladislav Stacho,P
Jorge Urrutia,Ladislav Stacho,N
Pavol Hell,Ladislav Stacho,N
Ugo Vaccaro,Ladislav Stacho,N
Antoine de Daruvar,Ladislav Stacho,N
Thierry Denoeux,Ladislav Stacho,P
Clay Shields,Lai Lai Tung,P
Dmitry Chizhik,Lai Lai Tung,P
Ramakant Nevatia,Lai Lai Tung,N
Abraham Seidmann,Lai Lai Tung,P
Amos Bairoch,Lai-Su L. Yeh,N
Brigitte Boeckmann,Lai-Su L. Yeh,N
Claire O'Donovan,Lai-Su L. Yeh,N
Darren A. Natale,Lai-Su L. Yeh,P
Elisabeth Gasteiger,Lai-Su L. Yeh,P
Jian Zhang,Lai-Su L. Yeh,N
Maria Jesus Martin,Lai-Su L. Yeh,P
Rodrigo Lopez,Lai-Su L. Yeh,P
Rolf Apweiler,Lai-Su L. Yeh,P
Jason Tsong-Li Wang,Lai-Su L. Yeh,N
Sung-Jea Ko,Lajos Hajdu,N
Keng Siau,Lajos Hajdu,P
Ferhat Khendek,Lajos Hanzo,N
Guido Groeseneken,Lajos Hanzo,N
George E. Antoniou,Lakdere Benkherouf,N
Li-C. Wang,Lakdere Benkherouf,P
Xiaoli Ma,Lakdere Benkherouf,P
Gilbert Laporte,Lakdere Benkherouf,P
Paul Frenger,Lakdere Benkherouf,N
Damminda Alahakoon,Lakhmi C. Jain,N
Jeng-Shyang Pan,Lakhmi C. Jain,N
Ravi Jain,Lakhmi C. Jain,P
Boris N. Khoromskij,Lakhmi C. Jain,P
Karen R. Sollins,Lakhmi C. Jain,P
Divesh Srivastava,Laks V. S. Lakshmanan,P
H. V. Jagadish,Laks V. S. Lakshmanan,N
Jian Pei,Laks V. S. Lakshmanan,N
Theodore Johnson,Laks V. S. Lakshmanan,N
Ting Yu,Laks V. S. Lakshmanan,P
Shuly Wintner,Lalit M. Patnaik,P
Nicholas Mark Gotts,Lalit M. Patnaik,N
Antonio Sassano,Lalit M. Patnaik,N
Xiaoyu Song,Lalit M. Patnaik,N
Kevin W. Sowerby,Lalo Magni,P
Seong Ki Mun,Lalo Magni,P
Monica Landoni,Lalo Magni,N
Chidchanok Lursinsap,Lalu Mansinha,N
Xiaodong Wang 0001,Lalu Mansinha,N
Jong-Ho Paik,Lalu Mansinha,N
Yifan Chen,Lalu Mansinha,N
Mark Doernhoefer,Lambert Spaanenburg,P
Hung Keng Pung,Lambert Spaanenburg,N
Andreas J. Winter 0002,Lambert Spaanenburg,P
Rajiv Gupta 0001,Lambert Spaanenburg,N
Eshel Ben-Jacob,Lambert Spaanenburg,P
Miquel Sànchez-Marrè,Lambert Spaanenburg,P
Philip H. S. Torr,Lambert Spaanenburg,P
Shey-Huei Sheu,Lambert Spaanenburg,P
Chen-Tung Chen,Lambert Spaanenburg,P
Daniel Massey,Lan Wang,N
Lixia Zhang 0001,Lan Wang,N
Randy Bush,Lan Wang,N
Stephan Olariu,Lan Wang,P
Naftali Tishby,Lan Wang,N
Lee-Chae Jang,Lan Wang,N
Manel Poch,Lan Wang,P
Santiago Alonso-Quesada,Lan Wang,N
Virginia R. de Sa,Lan Wang,N
Adam R. Klivans,Lance Fortnow,P
Andrei A. Muchnik,Lance Fortnow,P
Eldar Fischer,Lance Fortnow,N
Ilan Newman,Lance Fortnow,P
Luca Trevisan,Lance Fortnow,P
Luc Longpré,Lance Fortnow,P
Nikolai K. Vereshchagin,Lance Fortnow,P
Richard Beigel,Lance Fortnow,N
Rodney G. Downey,Lance Fortnow,N
Russell Impagliazzo,Lance Fortnow,P
Valentine Kabanets,Lance Fortnow,N
Anja Oskamp,Lance Fortnow,N
Juan C. Cubero,Lance R. Williams,P
Zidong Wang,Lance R. Williams,N
José Duato,Lance R. Williams,P
Stanislaw P. Radziszowski,Lane A. Hemaspaandra,N
James G. Nagy,Lane A. Hemaspaandra,N
J. Michael Pearson,Lane A. Hemaspaandra,P
Nohad Gresh,Lang Hong,P
Onno J. Boxma,Lang Hong,N
Alle-Jan van der Veen,Lang Tong,N
Brian M. Sadler,Lang Tong,P
James F. Kurose,Lang Tong,P
Chung-Ping Chung,Lang Tong,N
Kerstin Severinson Eklundh,Lang Tong,N
Mark D. Wiederhold,Lang Tong,N
Bernard S. Meyerson,Langford B. White,P
Pasi Fränti,Langford B. White,P
Yangsheng Xu,Langford B. White,P
Ce Zhu,Lap-Pui Chau,N
Michele Nappi,Lap-Pui Chau,N
Helen Sharp,Lap-Pui Chau,P
Yves Robert,Larry Carter,P
Chiu-sing Choy,Larry Carter,N
Laurie G. Cuthbert,Larry Carter,P
Péter Érdi,Larry Carter,P
Kwanghee Nam,Larry Carter,P
Haruhisa Takahashi,Larry Carter,P
Daniel Barbará,Larry Carter,P
Aleksandar Kavcic,Larry J. Greenstein,P
H. Vincent Poor,Larry J. Greenstein,P
Narayan B. Mandayam,Larry J. Greenstein,P
Stuart C. Schwartz,Larry J. Greenstein,N
Wolfgang Emmerich,Larry J. Greenstein,P
Sy-Ming Guu,Larry J. Greenstein,N
Eytan Modiano,Larry J. Greenstein,P
Jacques Sakarovitch,Larry J. Greenstein,P
Laurent Wendling,Larry J. Greenstein,N
Ji-Ye Mao,Larry J. Greenstein,N
H. F. Machiel Van der Loos,Larry J. Leifer,P
Fang-Wei Fu,Larry J. Leifer,N
Kung Yao,Larry J. Leifer,N
Ignace Lemahieu,Larry J. Stockmeyer,P
Sven Nordholm,Larry L. Peterson,P
Bill N. Schilit,Larry L. Peterson,P
Chong-Sun Hwang,Larry L. Schumaker,N
Marshall T. Rose,Larry Masinter,N
Scott Hollenbeck,Larry Masinter,P
Yanghee Choi,Larry Masinter,N
Juan Carlos González Robles,Larry Press,P
Amit Sahai,Larry Press,P
Alexandru T. Balaban,Larry Press,P
Christian Böhm,Larry Press,P
Robert B. Heckendorn,Larry Press,P
Sunil Prabhakar,Larry Press,N
Ioannis Stavrakakis,Larry S. Davis,N
Victor Kromer,Larry S. Davis,N
Gerth Stølting Brodal,Lars Arge,P
Jeff Erickson 0001,Lars Arge,P
Ulrich Meyer 0001,Lars Arge,P
Kyriakos N. Sgarbas,Lars Arge,P
Andrew Sears,Lars Arge,P
John M. Wilson 0001,Lars Arge,N
Ignacio Santamaría,Lars Arge,P
Zbigniew Antoni Banaszak,Lars B. Wahlbin,P
Ying Hu,Lars B. Wahlbin,N
Magnus Boman,Lars B. Wahlbin,P
Bill Karakostas,Lars Birkedal,P
Jae Kyu Lee,Lars Birkedal,P
Gabriel N. Gatica,Lars Birkedal,P
Mary Zajicek,Lars Birkedal,P
Ralf Hofestädt,Lars Birkedal,P
Avis H. Cohen,Lars Birkedal,N
Hans-Werner Gellersen,Lars C. Wolf,N
Michael Beigl,Lars C. Wolf,N
Theo Ungerer,Lars C. Wolf,N
Yucel Altunbasak,Lars C. Wolf,P
Wee Ser,Lars Engebretsen,P
S. S. Alam,Lars Engebretsen,N
Arshad Ali,Lars Engebretsen,P
Gerd Kortuem,Lars Erik Holmquist,N
Yan Li,Lars Erik Holmquist,N
Jian Tang 0001,Lars Grüne,P
Martti T. Hallikainen,Lars Grüne,N
Ron van der Meyden,Lars Grüne,P
Richard L. Morin,Lars Grüne,P
Isabel Rojas,Lars Juhl Jensen,N
