source,target,prediction
Michel Grabisch,Philippe Smets,P
Moti Schneider,Horst Bunke,P
Juan C. Cubero,Antonio González Muñoz,P
Ronald R. Yager,Frederick E. Petry,P
Salem Benferhat,Jérôme Lang,P
George Tambouratzis,George K. Papakonstantinou,P
Isabelle Bloch,Anthony Hunter,P
Isabelle Bloch,Salem Benferhat,P
Isabelle Bloch,Philippe Besnard,P
Isabelle Bloch,Frédéric Cuppens,P
Isabelle Bloch,Didier Dubois,P
Isabelle Bloch,Hélène Fargier,P
Isabelle Bloch,Michel Grabisch,P
Isabelle Bloch,Rudolf Kruse,P
Isabelle Bloch,Jérôme Lang,P
Isabelle Bloch,Serafín Moral,P
Isabelle Bloch,Henri Prade,P
Isabelle Bloch,Alessandro Saffiotti,P
Isabelle Bloch,Philippe Smets,P
Anthony Hunter,Salem Benferhat,P
Anthony Hunter,Frédéric Cuppens,P
Anthony Hunter,Didier Dubois,P
Anthony Hunter,Hélène Fargier,P
Anthony Hunter,Michel Grabisch,P
Anthony Hunter,Rudolf Kruse,P
Anthony Hunter,Jérôme Lang,P
Anthony Hunter,Serafín Moral,P
Anthony Hunter,Henri Prade,P
Anthony Hunter,Alessandro Saffiotti,P
Anthony Hunter,Philippe Smets,P
Salem Benferhat,Philippe Besnard,P
Salem Benferhat,Frédéric Cuppens,P
Salem Benferhat,Hélène Fargier,P
Salem Benferhat,Michel Grabisch,P
Salem Benferhat,Rudolf Kruse,P
Salem Benferhat,Serafín Moral,P
Philippe Besnard,Frédéric Cuppens,P
Philippe Besnard,Hélène Fargier,P
Philippe Besnard,Michel Grabisch,P
Frédéric Cuppens,Didier Dubois,P
Frédéric Cuppens,Hélène Fargier,P
Frédéric Cuppens,Michel Grabisch,P
Frédéric Cuppens,Rudolf Kruse,P
Frédéric Cuppens,Jérôme Lang,P
Frédéric Cuppens,Serafín Moral,P
Frédéric Cuppens,Henri Prade,P
Frédéric Cuppens,Alessandro Saffiotti,P
Frédéric Cuppens,Philippe Smets,P
Hélène Fargier,Michel Grabisch,P
Hélène Fargier,Rudolf Kruse,P
Hélène Fargier,Serafín Moral,P
Hélène Fargier,Alessandro Saffiotti,P
Hélène Fargier,Philippe Smets,P
Michel Grabisch,Rudolf Kruse,P
Michel Grabisch,Jérôme Lang,P
Michel Grabisch,Serafín Moral,P
Michel Grabisch,Alessandro Saffiotti,P
Wen-Jun Zhang 0001,Fatma Mili,P
Johan A. K. Suykens,Jan Vanthienen,P
Johan A. K. Suykens,Guido Dedene,P
Jan Vanthienen,Bart De Moor,P
Bart De Moor,Guido Dedene,P
Weiyin Ma,Fatma Mili,P
I. R. Goodman,Vladik Kreinovich,P
Elena Karahanna,Manju Ahuja,P
James R. Marsden,Ramakrishnan Pakath,P
Charles E. Downing,Jeffrey L. Ringuest,P
P. K. Kannan,H. Raghav Rao,P
Sang C. Park,Selwyn Piramuthu,P
Sang C. Park,Michael J. Shaw,P
Christer Carlsson,Efraim Turban,P
Mohamed Khalifa,Efraim Turban,P
Jose B. Cruz Jr.,Marwan A. Simaan,P
Hui Wang 0001,Andreas S. Weigend,P
Merrill Warkentin,James F. Courtney,P
Merrill Warkentin,Daniel J. Power,P
Merrill Warkentin,Ramesh Sharda,P
Merrill Warkentin,Christer Carlsson,P
James F. Courtney,Daniel J. Power,P
James F. Courtney,Ramesh Sharda,P
James F. Courtney,Christer Carlsson,P
Daniel J. Power,Ramesh Sharda,P
Daniel J. Power,Christer Carlsson,P
Ramesh Sharda,Christer Carlsson,P
Subhrajit Bhattacharya,Daniel Brand,P
Michael J. Holst,James Andrew McCammon,P
Vittorio Castelli,Philip Heidelberger,P
Vittorio Castelli,Kishor S. Trivedi,P
Hubert Harrer,Shinji Abe,P
Manfred Kudlek,Carlos Martín-Vide,P
Manfred Kudlek,Victor Mitrana,P
Michael J. Ward,Philip K. Maini,P
C. T. Kelley,Pierre-Alain Gremaud,P
Arthur Sherman,Robert M. Miura,P
Gang Bao,Habib Ammari,P
David Terman,G. Bard Ermentrout,P
S. Jonathan Chapman,J. J. L. Velázquez,P
Joseph B. Keller,Rachel Kuske,P
Frank Nack,Lynda Hardman,P
Frank Nack,Eric J. Pauwels,P
Lynda Hardman,Eric J. Pauwels,P
Bernardo Cockburn,Chi-Wang Shu,P
Saul Abarbanel,Jan S. Hesthaven,P
Jin Xu,George E. Karniadakis,P
Anne Gelb,Zdzislaw Jackiewicz,P
Andreas Henrich,Klaus Meyer-Wegener,P
Manfred Broy,Ruth Breu,P
Manfred Broy,Bernhard Rumpe,P
Xiaofeng Liao,Guanrong Chen,P
Juebang Yu,Guanrong Chen,P
Csaba Rekeczky,Frank S. Werblin,P
Keith Andrews,Peter Auer,P
Frank Kappe,Peter Auer,P
George G. Robertson,Mary Czerwinski,P
Daniel A. Keim,Umeshwar Dayal,P
Daniel A. Keim,Meichun Hsu,P
Colin Ware,Helen C. Purchase,P
Donna Peuquet,Menno-Jan Kraak,P
I. Vaughan L. Clarkson,Iain B. Collings,P
Leon Cohen,Bruce W. Suter,P
Patrick J. Loughlin,Bruce W. Suter,P
Franco Zambonelli,Nicholas R. Jennings,P
Franco Zambonelli,Michael Wooldridge,P
Yuen-Tak Yu,Pak-Lok Poon,P
Yi Deng,Farokh B. Bastani,P
Akira K. Onoma,Phillip C.-Y. Sheu,P
Akira K. Onoma,Raymond A. Paul,P
Phillip C.-Y. Sheu,Raymond A. Paul,P
Jörg P. Müller,James Odell,P
Michael R. Lyu,Kam-Fai Wong,P
Taghi M. Khoshgoftaar,Bojan Cukic,P
Natalia Juristo Juzgado,Victor R. Basili,P
Paolo Ciancarini,Michael Wooldridge,P
Witold Pedrycz,Giancarlo Succi,P
Leonid Oliker,Xiaoye S. Li,P
Xiaoye S. Li,Rupak Biswas,P
Robert E. Mahony,Rodolphe Sepulchre,P
Robert E. Mahony,Paul Van Dooren,P
Rodolphe Sepulchre,Paul Van Dooren,P
Akram Aldroubi,Karlheinz Gröchenig,P
Sigal Gottlieb,Eitan Tadmor,P
Chi-Wang Shu,Eitan Tadmor,P
Zhijun Wu,Richard A. Tapia,P
Zhijun Wu,Yin Zhang,P
Anders Forsgren,Margaret H. Wright,P
Piotr Wojtylak,Andrzej Wronski,P
M. Lynne Markus,Ann Majchrzak,P
M. Lynne Markus,Les Gasser,P
Jane Webster,Richard T. Watson,P
Joey F. George,Robert W. Zmud,P
Sumit Sircar,Radha K. Mahapatra,P
Richard Baskerville,Michael D. Myers,P
John Leslie King,Carson C. Woo,P
Romeo Urbieta Parrazales,María Elena Aguilar-Jáuregui,P
Marco Antonio Ramírez Salinas,María Elena Aguilar-Jáuregui,P
Marco Antonio Ramírez Salinas,Adriano de Luca,P
María Elena Aguilar-Jáuregui,Adriano de Luca,P
David N. Chin,Martha E. Crosby,P
Abigail S. Gertner,Kurt VanLehn,P
Geoffrey I. Webb,Michael J. Pazzani,P
Geoffrey I. Webb,Daniel Billsus,P
Ingrid Zukerman,Diane J. Litman,P
Jiming Liu 0001,Alexandros Moukas,P
Koen Bertels,Magnus Boman,P
Theodoros Evgeniou,Alexandros Moukas,P
Martin Bichler,Simon Field,P
Martin Bichler,Hannes Werthner,P
Simon Field,Hannes Werthner,P
Jayant Kalagnanam,Ho Soo Lee,P
Yong-Yan Cao,Yacov A. Shamash,P
Guanrong Chen,King-Tim Ko,P
José A. De Doná,David Q. Mayne,P
Zhi-Hong Guan,Xinghuo Yu,P
Boris T. Polyak,Roberto Tempo,P
Olav Egeland,Alexander L. Fradkov,P
Ali H. Sayed,Hong Chen,P
Arjan van der Schaft,Gjerrit Meinsma,P
Siep Weiland,Wolfgang Scherrer,P
Siep Weiland,Manfred Deistler,P
Jonathan R. Partington,Pertti M. Mäkilä,P
Luc Moreau 0002,Joan Peuteman,P
Luc Moreau 0002,Rodolphe Sepulchre,P
Gang George Yin,Han-Fu Chen,P
Francesco Bullo,Milos Zefran,P
Daniel Liberzon,Yuan Wang,P
Xin Chen,Charles H. Reynolds,P
Charles H. Reynolds,Alexander Tropsha,P
Charles H. Reynolds,Weifan Zheng,P
Ivan Gutman,Christoph Rücker,P
Ivan Gutman,Gerta Rücker,P
Jerry Ray Dias,Gordon G. Cash,P
Lingran Chen,James G. Nourse,P
Lingran Chen,Burton A. Leland,P
Wenbin Liu,Jin Xu,P
Milan Randic,Jure Zupan,P
Danail Bonchev,Alexander Tropsha,P
Bo Tao Fan,Shengang Yuan,P
Jean-Pierre Doucet,Shengang Yuan,P
Annick Panaye,Shengang Yuan,P
Robert Ponec,Xavier Gironés,P
Milan Randic,Marjana Novic,P
Mancang Liu,Jean-Pierre Doucet,P
Mancang Liu,Annick Panaye,P
Ruisheng Zhang,Jean-Pierre Doucet,P
Ruisheng Zhang,Annick Panaye,P
Zhide Hu,Jean-Pierre Doucet,P
Zhide Hu,Annick Panaye,P
Curt M. Breneman,Kristin P. Bennett,P
Walter Thiel,Wilfred F. van Gunsteren,P
Denise R. Mills,Brian D. Gute,P
David T. Manallack,Emanuela Gancia,P
David T. Manallack,Martyn G. Ford,P
David T. Manallack,David C. Whitley,P
Emanuela Gancia,David J. Livingstone,P
Emanuela Gancia,Martyn G. Ford,P
Emanuela Gancia,David C. Whitley,P
Alexandru T. Balaban,Christoph Rücker,P
Emili Besalú,Robert Ponec,P
Alan R. Katritzky,Subhash C. Basak,P
Subhash C. Basak,Mati Karelson,P
Dimitris K. Agrafiotis,Walter Cedeño,P
Walter Cedeño,Victor S. Lobanov,P
Ovidiu Ivanciuc,Douglas J. Klein,P
Ovidiu Ivanciuc,William A. Seitz,P
Teodora Ivanciuc,Douglas J. Klein,P
Teodora Ivanciuc,William A. Seitz,P
Michael D. Miller,Robert B. Nachbar,P
Robert B. Nachbar,Simon K. Kearsley,P
István Lukovits,Sonja Nikolic,P
István Lukovits,Nenad Trinajstic,P
Wolf-Dietrich Ihlenfeldt,Marc C. Nicklaus,P
Vellarkad N. Viswanadhan,Subhash C. Basak,P
David A. Thorner,Richard A. Lewis,P
Xiaofeng Guo,Jin Xu,P
Xiaofeng Guo,Subhash C. Basak,P
Patrick W. Fowler,Viatcheslav P. Grishukhin,P
Gordon G. Cash,Sandi Klavzar,P
Gordon G. Cash,Marko Petkovsek,P
Pierre Hansen,Federico Malucelli,P
Ming Zhang,Lydia E. Kavraki,P
Rama K. Mishra,Ramón García-Domenech,P
Rama K. Mishra,Jorge Gálvez,P
Valerie J. Gillet,Peter J. Fleming,P
Peter Willett 0002,Peter J. Fleming,P
Peter J. Fleming,Darren V. S. Green,P
Thomas R. Cundari,Marco Russo,P
Juhani Karhumäki,Ion Petre,P
Alexander Russell,Alexander A. Shvartsman,P
Hannes Hartenstein,Wolfgang Effelsberg,P
Thomas Kirste,L. Miguel Encarnação,P
Thomas Kirste,Oliver Bimber,P
Franz Lehner,Freimut Bodendorf,P
Franz Lehner,Armin Heinzl,P
Freimut Bodendorf,Armin Heinzl,P
Paul J. Kühn,Kurt Rothermel,P
Martin Böcker,Matthias Schneider-Hufschmidt,P
Herbert Kuchen,Kazunori Ueda,P
Zhenjiang Hu,Wei-Ngan Chin,P
Wei-Ngan Chin,Masato Takeichi,P
Jit Biswas,Weiguo Wang,P
Ashok Erramilli,Iraj Saniee,P
Davide Grillo,Laurence B. Milstein,P
Davide Grillo,John Visser,P
Laurence B. Milstein,John Visser,P
H. Vincent Poor,Alle-Jan van der Veen,P
H. Vincent Poor,Gregory W. Wornell,P
Alle-Jan van der Veen,Gregory W. Wornell,P
Chai-Keong Toh,Yanghee Choi,P
Angelos D. Keromytis,Jonathan M. Smith,P
Makoto Sakuta,Iwao Sasase,P
Chai-Keong Toh,Elvino S. Sousa,P
Chai-Keong Toh,Victor O. K. Li,P
Elvino S. Sousa,Victor O. K. Li,P
Doan B. Hoang,David E. Culler,P
Douglas N. Zuckerman,Heinz-Gerd Hegering,P
Weiguo Wang,Simon Crosby,P
Hong Zhang,Xiang-Gen Xia,P
Hong Zhang,Wenwu Zhu 0001,P
Xiang-Gen Xia,Wenwu Zhu 0001,P
Russ B. Altman,Alfonso Valencia,P
Russ B. Altman,Satoru Miyano,P
Alfonso Valencia,Satoru Miyano,P
Mica R. Endsley,Robert R. Hoffman,P
Ron Sun,C. Lee Giles,P
Asim Smailagic,Daniel Salber,P
Daniel P. Siewiorek,Daniel Salber,P
Robert R. Hoffman,Patrick J. Hayes,P
Jeffrey M. Bradshaw,Edmund H. Durfee,P
Jeffrey M. Bradshaw,Craig A. Knoblock,P
Jeffrey M. Bradshaw,Austin Tate,P
Jeffrey M. Bradshaw,Craig W. Thompson,P
Edmund H. Durfee,Craig A. Knoblock,P
Edmund H. Durfee,Austin Tate,P
Edmund H. Durfee,Craig W. Thompson,P
Craig A. Knoblock,Austin Tate,P
Craig A. Knoblock,Craig W. Thompson,P
Austin Tate,Craig W. Thompson,P
Steffen Staab,Hannes Werthner,P
Steffen Staab,Francesco Ricci 0001,P
Steffen Staab,Daniel R. Fesenmaier,P
Steffen Staab,Cécile Paris,P
Steffen Staab,Craig A. Knoblock,P
Hannes Werthner,Francesco Ricci 0001,P
Hannes Werthner,Daniel R. Fesenmaier,P
Hannes Werthner,Cécile Paris,P
Hannes Werthner,Craig A. Knoblock,P
Francesco Ricci 0001,Daniel R. Fesenmaier,P
Francesco Ricci 0001,Cécile Paris,P
Francesco Ricci 0001,Craig A. Knoblock,P
Daniel R. Fesenmaier,Cécile Paris,P
Daniel R. Fesenmaier,Craig A. Knoblock,P
Cécile Paris,Craig A. Knoblock,P
Timothy W. Finin,Charles K. Nicholas,P
Timothy W. Finin,Ian Soboroff,P
Anupam Joshi,Yun Peng,P
Anupam Joshi,Charles K. Nicholas,P
Anupam Joshi,Ian Soboroff,P
Yun Peng,Charles K. Nicholas,P
Yun Peng,Ian Soboroff,P
Kenneth D. Forbus,John E. Laird,P
Sheila A. McIlraith,Tran Cao Son,P
Alun D. Preece,Stefan Decker,P
Deborah L. McGuinness,Richard Fikes,P
Deborah L. McGuinness,James A. Hendler,P
Deborah L. McGuinness,Lynn Andrea Stein,P
Richard Fikes,James A. Hendler,P
Richard Fikes,Lynn Andrea Stein,P
James A. Hendler,Lynn Andrea Stein,P
Jiajie Zhang,Jack W. Smith,P
Vimla L. Patel,Jack W. Smith,P
Michael Sintek,Stefan Decker,P
Michael Sintek,Mark A. Musen,P
Stefan Decker,Mark A. Musen,P
Dieter Fensel,Deborah L. McGuinness,P
Dieter Fensel,Peter F. Patel-Schneider,P
Frank van Harmelen,Deborah L. McGuinness,P
Frank van Harmelen,Peter F. Patel-Schneider,P
Robert R. Hoffman,Peter A. Hancock,P
Patrick J. Hayes,Peter A. Hancock,P
Kenneth M. Ford,Peter A. Hancock,P
Fei-Yue Wang,Pitu B. Mirchandani,P
Ioannis P. Vlahavas,Martín Molina,P
Nick Bassiliades,Martín Molina,P
Dieter Fensel,Wee Keong Ng,P
Dieter Fensel,Ee-Peng Lim,P
Deborah L. McGuinness,Wee Keong Ng,P
Deborah L. McGuinness,Ee-Peng Lim,P
Jonathan Gratch,Jeff Rickel,P
Jonathan Gratch,Elisabeth André,P
Jonathan Gratch,Justine Cassell,P
Jonathan Gratch,Eric Petajan,P
Jonathan Gratch,Norman I. Badler,P
Jeff Rickel,Elisabeth André,P
Jeff Rickel,Justine Cassell,P
Jeff Rickel,Eric Petajan,P
Jeff Rickel,Norman I. Badler,P
Elisabeth André,Justine Cassell,P
Elisabeth André,Eric Petajan,P
Elisabeth André,Norman I. Badler,P
Justine Cassell,Eric Petajan,P
Justine Cassell,Norman I. Badler,P
Eric Petajan,Norman I. Badler,P
Jeff Rickel,Stacy Marsella,P
Jeff Rickel,David R. Traum,P
Jeff Rickel,William R. Swartout,P
Stacy Marsella,Jonathan Gratch,P
Stacy Marsella,David R. Traum,P
Stacy Marsella,William R. Swartout,P
Jonathan Gratch,David R. Traum,P
Jonathan Gratch,William R. Swartout,P
David R. Traum,William R. Swartout,P
Carole A. Goble,Terri K. Attwood,P
Rahul Singh,Katia P. Sycara,P
Kenneth M. Ford,David D. Woods,P
Dieter Fensel,Mark A. Musen,P
Daniel E. O'Leary,Rudi Studer,P
Nikos A. Vlassis,Futoshi Asano,P
Nikos A. Vlassis,Satoru Hayamizu,P
Nikos A. Vlassis,Takio Kurita,P
Nikos A. Vlassis,Toshihiro Matsui,P
Futoshi Asano,Takio Kurita,P
Futoshi Asano,Toshihiro Matsui,P
Futoshi Asano,Ben J. A. Kröse,P
Satoru Hayamizu,Takio Kurita,P
Satoru Hayamizu,Toshihiro Matsui,P
Satoru Hayamizu,Ben J. A. Kröse,P
Takio Kurita,Toshihiro Matsui,P
Takio Kurita,Ben J. A. Kröse,P
Toshihiro Matsui,Ben J. A. Kröse,P
David K. Gifford,Tommi S. Jaakkola,P
Lawrence Hunter,Richard H. Lathrop,P
Austin Tate,Michal Pechoucek,P
Jeffrey M. Bradshaw,Michal Pechoucek,P
Janice C. Sipior,Dorothy E. Leidner,P
Janice C. Sipior,Fred Niederman,P
Janice C. Sipior,Parag C. Pendharkar,P
Dorothy E. Leidner,Fred Niederman,P
Dorothy E. Leidner,Parag C. Pendharkar,P
Fred Niederman,Parag C. Pendharkar,P
Peter B. Seddon,Leslie P. Willcocks,P
Alan R. Hevner,Monica J. Garfield,P
Wynne W. Chin,Barbara L. Marcolin,P
Wynne W. Chin,Dorothy E. Leidner,P
Francis Y. Lau,Sundeep Sahay,P
Debra Howcroft,Duane P. Truex,P
Bjørn Erik Munkvold,Sandeep Purao,P
Kieran Mathieson,Wynne W. Chin,P
Randolph B. Cooper,Anol Bhattacherjee,P
Ole Hanseth,Kristin Braa,P
Claudio U. Ciborra,Kristin Braa,P
Peter Kawalek,Trevor Wood-Harper,P
C. James Bacon,Brian Fitzgerald 0001,P
Houmin Yan,Chelliah Sriskandarajah,P
Andrew P. Snow,Mark Keil,P
Jeffrey K. Liker,Chelsea C. White III,P
Doug A. Bowman,John M. Carroll,P
Dietmar Pfahl,Günther Ruhe,P
Ho-Won Jung,Dennis Goldenson,P
Ho-Won Jung,Khaled El Emam,P
Alfonso Fuggetta,Donatella Sciuto,P
Jason P. Jue,Srini B. Tridandapani,P
Jian Wang,Biswanath Mukherjee,P
Krishna M. Sivalingam,Jie Wang 0002,P
Jean-François P. Labourdette,Krishna Bala,P
Hong Shen 0001,Susumu Horiguchi,P
Marco Ajmone Marsan,Marco Mellia,P
Hongsik Choi,Suresh Subramaniam,P
George I. Stassinopoulos,Ioannis E. Pountourakis,P
Bailing Zhang,Barry Flower,P
Arun Jagota,Richard Hughey,P
Giansalvo Cirrincione,Jeanny Hérault,P
Giansalvo Cirrincione,Sabine Van Huffel,P
Jeanny Hérault,Sabine Van Huffel,P
Xinghuo Yu,Mehmet Önder Efe,P
Xinghuo Yu,Okyay Kaynak,P
Ling Guan,Tülay Adali,P
Ling Guan,Shigeru Katagiri,P
Ling Guan,Jan Larsen,P
Ling Guan,José C. Príncipe,P
Tülay Adali,Shigeru Katagiri,P
Tülay Adali,José C. Príncipe,P
Shigeru Katagiri,Jan Larsen,P
Shigeru Katagiri,José C. Príncipe,P
Jan Larsen,José C. Príncipe,P
Peter J. Edwards,John M. Hannah,P
John M. Hannah,Alan F. Murray,P
Leon O. Chua,Manfred Glesner,P
Rudy Setiono,Jacek M. Zurada,P
Wee Kheng Leow,Jacek M. Zurada,P
Sheng Chen 0001,Steve R. Gunn,P
Sheng Chen 0001,Chris J. Harris,P
Andrea Baraldi,Ethem Alpaydin,P
Ka Fai Cedric Yiu,Kok Lay Teo,P
Ka Fai Cedric Yiu,Ah Chung Tsoi,P
Kok Lay Teo,Ah Chung Tsoi,P
Anil K. Jain 0001,Wei-Ying Ma,P
Ivan Stojmenovic,Veljko Milutinovic,P
Shuzhi Sam Ge,Jing Wang,P
Ying Tan,Jun Wang 0002,P
Ying Tan,Jacek M. Zurada,P
C. L. Philip Chen,Michael R. Lyu,P
Youshen Xia,Henry Leung,P
Youshen Xia,Éloi Bossé,P
Henry Leung,Éloi Bossé,P
José del R. Millán,Jukka Heikkonen,P
Xiaoou Tang,HongJiang Zhang,P
Marimuthu Palaniswami,Daniel Ralph,P
Narasimhan Sundararajan,P. Saratchandran,P
Zheng Bao,Xian-Da Zhang,P
Koji Tsuda,Bernhard Schölkopf,P
Chi-Sing Leung,Ah Chung Tsoi,P
Ah Chung Tsoi,Lai-Wan Chan,P
Xue-Bin Liang,Jennie Si,P
Monica Bianchini,Franco Scarselli,P
Jianfeng Feng,Peter Williams,P
Shun-Feng Su,Jin-Tsong Jeng,P
Javier R. Movellan,Terrence J. Sejnowski,P
Virginio Cantoni,Alfredo Petrosino,P
Ke Chen 0001,DeLiang Wang,P
Iris Vessey,Venkataraman Ramesh,P
Venkataraman Ramesh,Robert L. Glass,P
J. Leon Zhao,Edward A. Stohr,P
Akhil Kumar 0001,Edward A. Stohr,P
Eric K. Clemons,Rajiv M. Dewan,P
Eric K. Clemons,Robert J. Kauffman,P
Rajiv M. Dewan,Robert J. Kauffman,P
Bruce A. Reinig,Bongsik Shin,P
Michael P. Bieber,Douglas C. Engelbart,P
Michael P. Bieber,Richard Furuta,P
Michael P. Bieber,Starr Roxanne Hiltz,P
Michael P. Bieber,John Noll,P
Michael P. Bieber,Jennifer Preece,P
Michael P. Bieber,Edward A. Stohr,P
Michael P. Bieber,Murray Turoff,P
Douglas C. Engelbart,Richard Furuta,P
Douglas C. Engelbart,Starr Roxanne Hiltz,P
Douglas C. Engelbart,John Noll,P
Douglas C. Engelbart,Jennifer Preece,P
Douglas C. Engelbart,Edward A. Stohr,P
Douglas C. Engelbart,Murray Turoff,P
Richard Furuta,Starr Roxanne Hiltz,P
Richard Furuta,John Noll,P
Richard Furuta,Jennifer Preece,P
Richard Furuta,Edward A. Stohr,P
Richard Furuta,Murray Turoff,P
Starr Roxanne Hiltz,John Noll,P
Starr Roxanne Hiltz,Jennifer Preece,P
Starr Roxanne Hiltz,Edward A. Stohr,P
John Noll,Jennifer Preece,P
John Noll,Edward A. Stohr,P
John Noll,Murray Turoff,P
Jennifer Preece,Edward A. Stohr,P
Edward A. Stohr,Murray Turoff,P
Thomas H. Davenport,Varun Grover,P
Irma Becerra-Fernandez,Rajiv Sabherwal,P
Lorin M. Hitt,D. J. Wu,P
Arvind Malhotra,Albert H. Segars,P
H. Jeff Smith,Mark Keil,P
Jay F. Nunamaker Jr.,Gert-Jan de Vreede,P
Robert O. Briggs,Gert-Jan de Vreede,P
Gert-Jan de Vreede,Ralph H. Sprague Jr.,P
Arik Ragowsky,Toni M. Somers,P
Daniel Robey,Jeanne W. Ross,P
Jeanne W. Ross,Marie-Claude Boudreau,P
Sherry D. Ryan,Lawrence L. Schkade,P
David A. Harrison,Lawrence L. Schkade,P
Kenneth C. Cox,Rebecca E. Grinter,P
Kenneth C. Cox,Lalita Jategaonkar Jagadeesan,P
Rebecca E. Grinter,Lalita Jategaonkar Jagadeesan,P
Nikos Fakotakis,George Kokkinakis,P
Youngjik Lee,Keikichi Hirose,P
Joshua S. Hodas,Neel Sundaresan,P
Ian F. Akyildiz,Sergio Palazzo,P
Silvia De Fina,Marina Ruggieri,P
Michele Luglio,Carlo Riva,P
Gorazd Kandus,Markus Werner,P
George Pavlou,Walid Dabbous,P
Franco Chiaraluce,Roberto Garello,P
Boris S. Gutkin,Carson C. Chow,P
Carson C. Chow,Bard Ermentrout,P
Nicolas Brunel,Xiao-Jing Wang,P
David Terman,Carson C. Chow,P
Ouri Wolfson,Naphtali Rishe,P
Ramón Cáceres,Li-Fung Chang,P
Ramón Cáceres,Ravi Jain,P
David Kotz,James A. Hendler,P
George Cybenko,James A. Hendler,P
Robert S. Gray,James A. Hendler,P
Xinhua Zhao,Claude Castelluccia,P
Claude Castelluccia,Mary Baker,P
Imrich Chlamtac,Sajal K. Das,P
Afonso Ferreira,Daniel Krob,P
Michael E. Kounavis,Giuseppe Bianchi 0001,P
Michela Meo,Carl Tropper,P
Danilo Bruschi,Emilia Rosti,P
Jean-Christophe Novelli,Gilles Schaeffer,P
Danny De Vleeschauwer,Guido H. Petit,P
Andrew T. Campbell,George C. Polyzos,P
Arantza Illarramendi,Evaggelia Pitoura,P
Gita Gopal,Mirjana Spasojevic,P
Keith Phalp,Steve Counsell,P
Martin R. Woodward,Haider Ali Ramadhan,P
David G. Novick,Jean Scholtz,P
Youngme Moon,Rosalind W. Picard,P
Peter J. Barclay,Norman W. Paton,P
Peter J. Barclay,Philip D. Gray,P
Peter J. Barclay,Richard Cooper,P
Peter J. Barclay,Carole A. Goble,P
Norman W. Paton,Jessie B. Kennedy,P
Norman W. Paton,Philip D. Gray,P
Norman W. Paton,Richard Cooper,P
Jessie B. Kennedy,Philip D. Gray,P
Jessie B. Kennedy,Richard Cooper,P
Jessie B. Kennedy,Carole A. Goble,P
Philip D. Gray,Richard Cooper,P
Philip D. Gray,Carole A. Goble,P
Richard Cooper,Carole A. Goble,P
Alessandra Agostini,Monica Divitini,P
Alessandra Agostini,Dave Snowdon,P
Giorgio De Michelis,Monica Divitini,P
Giorgio De Michelis,Dave Snowdon,P
Monica Divitini,Dave Snowdon,P
Gregory D. Abowd,Mark Guzdial,P
H. Joseph Wen,Houn-Gee Chen,P
Panagiotis Georgiadis 0001,Drakoulis Martakos,P
Stefan Biffl,Walter J. Gutjahr,P
Martin J. Shepperd,Manos Roumeliotis,P
Françoise Détienne,Susan Wiedenbeck,P
Pierre N. Robillard,Françoise Détienne,P
Pierre N. Robillard,Willemien Visser,P
Françoise Détienne,Willemien Visser,P
Lionel C. Briand,Hakim Lounis,P
Jürgen Wüst,Hakim Lounis,P
Helen C. Purchase,David A. Carrington,P
Khaled El Emam,James D. Herbsleb,P
José Carlos Maldonado,Alberto Pasquini,P
Francky Catthoor,Geert Deconinck,P
Mahmut T. Kandemir,Wayne H. Wolf,P
Mary Jane Irwin,Wayne H. Wolf,P
Sally Fincher,Renée McCauley,P
Nancy R. Mead,Ana María Moreno 0001,P
John T. Stasko,Sally Fincher,P
John T. Stasko,Nell B. Dale,P
Mark Guzdial,Sally Fincher,P
Mark Guzdial,Nell B. Dale,P
Donald J. Bagert,Nancy R. Mead,P
Murali Sitaraman,Timothy J. Long,P
Timothy J. Long,Bruce W. Weide,P
Frederic T. Chong,Matthew K. Farrens,P
Eitan Altman,Harold J. Kushner,P
James P. Ostrowski,H. Zhang,P
Dominikus Noll,Pierre Apkarian,P
Michael Cantoni,Malcolm C. Smith,P
Andrzej S. Nowak,Eitan Altman,P
Alfredo Germani,Robert Sh. Liptser,P
Robert Sh. Liptser,Costanzo Manes,P
Dimitri P. Bertsekas,Vivek S. Borkar,P
Wenbin Liu,Tao Tang,P
Zvi Artstein,Arie Leizarowitz,P
Gang Bao,David C. Dobson,P
Karl Kunisch,Do Y. Kwak,P
Ed Dawson,Colin Boyd,P
Dieter Gollmann,Catherine A. Meadows,P
Dieter Gollmann,Eiji Okamoto,P
Catherine A. Meadows,Eiji Okamoto,P
Hiroki Shizuya,Takao Nishizeki,P
Colin Boyd,Andrew J. Clark,P
Filippo Menczer,Alberto Maria Segre,P
Yi Shang,Su-Shing Chen,P
Hongchi Shi,Su-Shing Chen,P
Nicolas D. Georganas,Ralf Steinmetz,P
Serge Chaumette,Eric Fleury,P
Serge Chaumette,Gil Utard,P
Frederic Desprez,Eric Fleury,P
Frederic Desprez,Gil Utard,P
Eric Fleury,Jean Roman,P
Eric Fleury,Gil Utard,P
Jean Roman,Gil Utard,P
Francesco Quaglia,Michele Colajanni,P
Erricos John Kontoghiorghes,Ahmed H. Sameh,P
Erricos John Kontoghiorghes,Denis Trystram,P
Ahmed H. Sameh,Denis Trystram,P
Henk J. Sips,Erik H. D'Hollander,P
Giancarlo Mauri,Roberto Serra,P
