source,target,prediction
Donald F. Towsley,Cornelis W. Oosterlee,N
Jean-Claude Falmagne,Yung-Sheng Chen,N
Jens Zander,Minesh B. Amin,N
Ying Nian Wu,Binhai Zhu,N
Sybille Hinze,Rein Vos,N
Parag K. Lala,Nicola Olivetti,N
Mark Keil,Fady Alajaji,N
Walter F. Tichy,Khurram Muhammad,N
Jayanta Basak,Yun Kyong Kim,N
Reinhard Blutner,Ernst Willem Lambeck,N
Jun Miura,Etienne E. Kerre,N
Warren P. Adams,Stephen Yurkovich,N
Janusz A. Brzozowski,Leslie A. Hall,N
Víctor Parada,Shivkumar Kalyanaraman,N
Baba C. Vemuri,Shing-Tsaan Huang,N
Franz Lehner,Giacinto Gelli,N
Graham D. Williams,Fredrik Manne,N
John C. Kunz,Jean-Jacques Hébrard,N
Donald G. Saari,Bozenna Pasik-Duncan,N
Garng M. Huang,Jaakko Hintikka,N
Jan K. Pachl,Jie Zhou,N
Peter E. D. Love,Helge J. Ritter,N
John M. Roberts Jr.,Aditya P. Mathur,N
Hoang Duong Tuan,Suzanne W. Dietrich,N
Kate A. Smith,Shen-Chuan Tai,N
Hussein M. Abdel-Wahab,C. S. George Lee,N
José Luiz Fiadeiro,Leon O. Chua,N
Guangzhi Li,Jaana Porra,N
Colin G. Drury,Joris van der Hoeven,N
Liliana Ironi,Annamalai Annamalai,N
Cesar A. Johnston,María Amparo Vila Miranda,N
Hongwei Xi,Ruth Kurniawati,N
Joseph M. Hellerstein,Chunzhi Jin,N
Bjarne K. Ersbøll,James Bohn,N
Ernst W. Mayr,Masao Fukushima,N
Flavio Sartoretto,Václav Rajlich,N
Paolo Bouquet,Yong-Ming Li 0001,N
Lucas Roh,Jean-François Delaigle,N
Andrew Logothetis,Ulf-Peter Schroeder,N
Ming Gu,Bernard Stepien,N
Andrzej Proskurowski,Rosario Pugliese,N
Ashok Samal,Robert C. Williges,N
Siang W. Song,Brian H. Marcus,N
Mario Lefebvre,George J. Kyparisis,N
Hiroshi Tamura,Sybille Hellebrand,N
Praveen K. Murthy,Francesc Comellas,N
Enrique F. Castillo,Christine Bessenrodt,N
Peter M. Schwarz,Shieh-Liang Lou,N
Parag C. Pendharkar,Stephen R. Tate,N
Israel Spiegler,Su-Shing Chen,N
Richard C. Rose,Scott A. Vanstone,N
Anton L. Fuhrmann,Tadao Saito,N
Peter McNair,Joris van de Klundert,N
Jack S. N. Jean,Lisa Meeden,N
Brent E. Nelson,Massoud Pedram,N
Alejandro P. Buchmann,Jingcheng Wang,N
Stafford E. Tavares,Qiming Chen,N
Igor Grabec,José Aguilar 0001,N
Evgueni Gordienko,Benjamin Goldberg,N
Scott P. Robertson,Michael M. Richter,N
Jan P. H. van Santen,Gary T. Leavens,N
Danny De Schreye,Christos H. Papadimitriou,N
David Eichmann,Grant Malcolm,N
David Naccache,Seth Hutchinson,N
Martin Schröder,Ronald W. Schafer,N
Michal Jacovi,Matthew B. Dwyer,N
Matthew L. Ginsberg,Raymond A. DeCarlo,N
Weifan Wang,Eun Tae Jeung,N
Amitava Mukherjee,Robert F. Stengel,N
J. K. Truss,Majeed M. Hayat,N
Hajo Broersma,Anthony Vetro,N
Taishin Y. Nishida,Ausif Mahmood,N
Vincent V. Salomonson,Alain Giboin,N
Tom Downs,Tero Ojanperä,N
Michael Luck,Luc Bouganim,N
Akira Maruoka,Kirk P. Arnett,N
Peter Gregor,Ron Musick,N
Karl Rihaczek,Ming Gu 0002,N
Patrick W. Fowler,Fred B. Schneider,N
P. Patrick van der Smagt,Jonathan F. Bard,N
Nikitas M. Sgouros,Chelsea C. White,N
Stan Matwin,Sung-Bae Cho,N
Sauro Tulipani,Gregor Schöner,N
Chao-Hsien Chu,Richard B. Lehoucq,N
Zeungnam Bien,Luc Devroye,N
Markus Stumptner,Kouichi Ono,N
Jon Oberlander,Phillip Rogaway,N
Hari Kalva,Michael Kupferschmid,N
Elias Koutsoupias,Ales Pultr,N
Nicholas J. Belkin,Paolo Ferragina,N
Franz-Josef Brandenburg,Carles Sierra,N
Charles Knessl,John Lygeros,N
Joachim Diederich,Ugur Güdükbay,N
Jun Gu,Olivier François,N
Paulo B. Góes,Dana Edberg,N
Leontios J. Hadjileontiadis,James S. Lehnert,N
Takayuki Nakamura,Huishan Zhou,N
Eric Andres,Robert H. Dennard,N
Tiziana Calamoneri,Loïc Colson,N
James Allan,A. Brown,N
David Aldous,Elizabeth J. Billington,N
Lorenz Halbeisen,Xavier Cousin,N
Jasbir Singh Dhaliwal,Chaman L. Sabharwal,N
Wu-chi Feng,Peter F. Sturm,N
Thierry-Marie Guerra,A. Roger Hammons Jr.,N
Mingzhou Ding,Liang Sun,N
C. L. Chen,Marta Rukoz,N
M. Anthony Lewis,Kiyoshi Oka,N
Yoshiyasu Takefuji,Paul Ammann,N
Masaru Shimbo,Bokan Zhang,N
Leroy Quet,Michele Giugliano,N
Mao-Lin Ni,Robert V. Kenyon,N
Mark Russell,Ilkka Niemelä,N
Kurt Marti,Farook Sattar,N
Siau-Cheng Khoo,Gregory B. Sorkin,N
Sjouke Mauw,M. A. Johnson,N
Jesse L. Barlow,Demetres D. Kouvatsos,N
Song Chong,Igor S. Pandzic,N
Luxi Yang,Chris J. Mitchell,N
Tetsuya Takine,Mario Gionfriddo,N
Roberto Segala,Jacob H.-S. Tsao,N
Panos Vassiliadis,Heinrich Wansing,N
Donald W. Gillies,Ben P. Sommeijer,N
Jonathan J. Hull,Pinar Heggernes,N
Victor C. S. Lee,Angela Bonifati,N
Samir Khuller,Antonios Gasteratos,N
Krishnaswami Alladi,Gill A. Pratt,N
Mark P. Van Oyen,Dino Farinacci,N
Dawn M. Tilbury,Alistair Sinclair,N
James R. Bunch,Christos Davatzikos,N
Yong Kim Chong,María Alpuente,N
Luigi P. Cordella,Arie van Deursen,N
M. Schneider,Amos Fiat,N
Eljas Soisalon-Soininen,Miranda Mowbray,N
Tarek N. Saadawi,B. David Saunders,N
Thomas J. Anastasio,Robert Braden,N
Kwang-Moo Choe,Leonard J. Seligman,N
Parris K. Egbert,José del R. Millán,N
Dinggang Shen,David P. Morton,N
Robert H. Storer,Robert Meersman,N
Beate Bollig,Uday B. Desai,N
Bard Bloom,Allen Roginsky,N
Jack Brassil,Laurent Théry,N
Svante Linusson,Zvi Ganz,N
Marjana Novic,Nam Ik Cho,N
Joan Peuteman,Ulrich Dorndorf,N
Gary S. Tyson,Anthony G. Cohn,N
Nigel Davies,Igor Djurovic,N
Arnon Rosenthal,Ugur Güdükbay,N
Takakazu Ishimatsu,Solomon Marcus,N
Claudio M. Privitera,Harmen R. van As,N
Ronen Feldman,Karl Rohr,N
Michael J. O'Donnell,Melvin A. Breuer,N
Wolfgang Banzhaf,Philippe Nain,N
Tobias Nipkow,Keith Cheverst,N
Nicolaos B. Karayiannis,Jean-Louis Roch,N
José Javier Dolado,Michael J. Muller,N
Jeremy C. Smith,Michele Missikoff,N
Akito Tsuboi,Samson W. Tu,N
Wilhelm Niethammer,Gregory D. Abowd,N
Shigeru Ando,Mark W. Jones,N
Kadi Bouatouch,Umberto Mengali,N
Otto Carlos Muniz Bandeira Duarte,Miklós Bóna,N
Miguel Nussbaum,Shiann-Jeng Yu,N
Nikolaos H. Loukas,Pasquale Foggia,N
Pertti Vakkari,Michael J. Franklin,N
Tomás Madaras,Sagar V. Kamarthi,N
Sergey Melnik 0001,Sven Axsäter,N
Clark Jeffries,Steffen Lempp,N
Yalin Xiong,Winfried K. Grassmann,N
Shaun Quegan,Bruno Müller-Clostermann,N
Youngho Lee,Arunabha Sen,N
Mario Coppo,Cormac J. Sreenan,N
Vili Podgorelec,Marek Teichmann,N
Paola Giannini,Sergei S. Ryshkov,N
Dirk Grunwald,Alain Haurie,N
David N. Wilson,Graham Priest,N
Gregory Piatetsky-Shapiro,M. Leonor Contreras,N
Nejat Olgaç,Franciszek Seredynski,N
András Hajnal,Georg Sczakiel,N
Indrajit Ray,Victor Fay Wolfe,N
Dong Li,Sara Reese Hedberg,N
Chen Wang,Chia-Ju Wu,N
Stéphane Mallat,María Amparo Vila Miranda,N
Xiaowen Li,Nevin Lianwen Zhang,N
Walter F. Tichy,Gerard Jounghyun Kim,N
T. H. Lee,Yong Se Kim,N
Murad S. Taqqu,Edward W. Knightly,N
Sirish L. Shah,Gheorghe Paun,N
David E. Avison,James H. Cross II,N
Raymond McDowell,Vera Kurková,N
Catriel Beeri,George K. Thiruvathukal,N
Zeger Degraeve,Konstantin Kogan,N
Kosta Dosen,Gábor Korchmáros,N
Achille C. Varzi,Oleg Verbitsky,N
Daniela Giordano,J. Sukarno Mertoguno,N
Antonio Fernández 0001,Arie Tamir,N
Yaron Wolfsthal,Richard Nock,N
Willem F. Bronsvoort,Graham D. Williams,N
Roland Wismüller,Elliot Soloway,N
Svjetlan Feretic,Daniel E. Atkins,N
Muckai K. Girish,Sabine Wittevrongel,N
Jurek Czyzowicz,Erik T. Mueller,N
Pablo Laguna,Jean Marcel Pallo,N
Carroll Morgan,Damjan Zazula,N
Robert F. Berry,Chai-Keong Toh,N
Alessandro Ferrero,Ido Dagan,N
Julia E. Hodges,Cha'o-Kuang Chen,N
David Dagan Feng,Paul J. M. Havinga,N
Robin R. Murphy,Jean-Louis Roch,N
S. R. Mohan,Arne Løkketangen,N
Ljubisa Stankovic,Thomas Kudrass,N
Vincenzo Grassi,K. Selçuk Candan,N
Jyh-Chang Ueng,Thomas Brinkhoff,N
Anthony N. Burkitt,Conrad Weisert,N
Alvaro A. A. Fernandes,Peter Kwong-Shun Tam,N
Prashant Palvia,Bard Ermentrout,N
Klaus Ritter 0001,Shoji Tanaka,N
Masami Yabusaki,Dina Ghinelli,N
Les M. Sztandera,Gürsel Alici,N
Luigi Fratta,Chih-Hui Chiu,N
Y. Wang,Andreas G. Andreou,N
Simon Haykin,Edward M. Riseman,N
José F. Arocha,Hans J. W. Spoelder,N
Alistair Cockburn,Jim Woodcock,N
Jean-François Vibert,Jean-Pierre Dedieu,N
Tag Gon Kim,Pietro Carlo Cacciabue,N
Takeshi Shakunaga,Carlos Mosquera,N
Javaan S. Chahl,Nader M. Namazi,N
Michele E. Clamp,Nader Bagherzadeh,N
Alfred O. Hero III,Wayne C. Boncyk,N
Yuri Breitbart,Gail A. Carpenter,N
George Rahonis,Pierre Borne,N
Stephen V. Hanly,Venkatavasu Bokka,N
Nikolaos P. Papanikolopoulos,John McHugh,N
Behnaam Aazhang,József K. Tar,N
Philip Yetton,Frits W. Vaandrager,N
Javier Aracil,Mayer Aladjem,N
Monica Bacchetta,Anish Arora,N
Nalini K. Ratha,Randy Bush,N
Gal A. Kaminka,Joan Boyar,N
Stephen Pinfield,Robert F. Dell,N
Cheng-Liang Chen,Pierre Lavoie,N
Wen-Yen Wu,Marat M. Arslanov,N
Vito Di Gesù,Michael R. Lyu,N
Sabine Kuske,Danilo P. Mandic,N
Sarah Kate Wilson,Miguel Á. Carreira-Perpiñán,N
André Langevin,Greg Restall,N
Jean-Dominique Gascuel,Johannes Matiasek,N
James P. Crutchfield,Graham Leedham,N
George G. Robertson,Angelos D. Keromytis,N
G. Zhu,Byoung-Tak Zhang,N
Cheri Speier,Shigeyoshi Ogawa,N
Armin Heinzl,Sergei S. Ryshkov,N
John R. Huguenard,Terry Elliott,N
Peter J. Smith,Suk-Gwon Chang,N
Daniel A. Menascé,V. Rajkumar Dare,N
Remco C. Veltkamp,Susan Older,N
Enis Avdicausevic,Yi Ru Huang,N
Patrick L. Combettes,Santanu Dutta,N
Rafael M. Gasca,Yong Tsui Lee,N
Wolfram Burgard,Kasturi R. Varadarajan,N
Paloma Díaz,Qiang Huang,N
José Luis Pons Rovira,David De Roure,N
William W. Cooper,Olga Polverino,N
Cynthia Breazeal,Terence P. Speed,N
Roberto P. J. Perazzo,Julio H. Braslavsky,N
Viatcheslav P. Grishukhin,Frank Vahid,N
Yair Be'ery,Minoru Kanehisa,N
Otmar Scherzer,Peter J. Stuckey,N
Andy Marsh,Sriganesh Madhvanath,N
Burton A. Leland,John W. Grove,N
Ralf Hinze,Peter Adams,N
Gerard J. M. Smit,Diane J. Cook,N
Pascale Minet,Samir Chopra,N
Hong Jeong,Louis A. Le Blanc,N
Richard Wiggins,Mikael Goldmann,N
Tor Aulin,Colin Ware,N
Carlos Henggeler Antunes,Rida A. Bazzi,N
François E. Cellier,Bertrand Tondu,N
Warren H. Hausman,Michael S. Lew,N
Yoshinobu Sato,Hui Jiang 0001,N
Ronald Chung,Maria L. Gini,N
Guido Pasquariello,Jörg Peters,N
Tiziana Calamoneri,Paula Rocha 0001,N
Parampalli Udaya,Tobun D. Ng,N
Christoph Pflaum,Dipanwita Roy Chowdhury,N
Rolf Kraemer,Jin-yi Cai,N
Luigi Logrippo,Jason S. Chang,N
Jacob Ziv,Curtis A. Barefoot,N
Nobuhiro Tomabechi,Amr Sabry,N
Robert G. Fichman,Adolfo Steiger-Garção,N
Shaogang Gong,Larry Hauser,N
Andy Clark,Benjamin B. Bederson,N
Alden H. Wright,Peter Stoehr,N
Jian-Qiang Hu,Elpida Tzafestas,N
Tony Narayaninsamy,Peter Dankelmann,N
Jiang Qian Ying,Ola Henfridsson,N
Ann Macintosh,Pablo González-Vera,N
Gráinne McGuire,Robert A. Sulanke,N
Masahiro Kimura,Peter S. Shenkin,N
Manolis Koubarakis,Mattias Svanström,N
G. R. Vijayakumar,Rob J. Kusters,N
James V. Burke,Arnold L. Rosenberg,N
Donald S. Fussell,Guy Kortsarz,N
Branko Grünbaum,Ulrich Güntzer,N
Peng-Yeng Yin,Rodica Simion,N
Robert R. Hoffman,Tung X. Bui,N
Lorne Olfman,Bradd Hart,N
Ji Zhang,Lee J. White,N
Isabella Gagliardi,Philippe Balbiani,N
Subhash Suri,Hong Qin,N
Concepción Perpiñá,Allen S. Parrish,N
Ian Mackie,Anna S. Lladó,N
Peter R. Wild,John McHugh,N
Harold Schellinx,Serge Burckel,N
Sy-Ming Guu,Jacopo Tomasi,N
Jelica Protic,David Garlan,N
Vania Peneva,Minoru Kanehisa,N
Bruno Salvy,Ihsan Sabuncuoglu,N
Abhijit Chatterjee,Susan M. Dray,N
Masato Okada,Imre Z. Ruzsa,N
Kenneth M. Merz Jr.,Doo-Hwan Bae,N
Pablo Laguna,Ahmed H. Sameh,N
Serge Demeyer,Randall Gellens,N
Søren Forchhammer,Bernhard Balkenhol,N
J. Roberto Evaristo,Paolo Ferragina,N
Arogyaswami Paulraj,Hiroshi Ishikawa 0004,N
Ladislav J. Kohout,Paolo Giacomazzi,N
Tai-Ming Parng,Peter Thomas,N
George S. Avrunin,Giuseppe Grassi,N
Martin Vetterli,Kiseon Kim,N
Roldan Pozo,Victoria Gould,N
David Banks,Alex H. B. Duffy,N
James Odell,Manfred Göbel,N
Glen Mullineux,Charles D. Norton,N
Sandy Irani,Thorsten Hermes,N
Nael B. Abu-Ghazaleh,Antonio Brogi,N
Bella Bose,Mike Daniele,N
James R. Bunch,Moti Gitik,N
Xuemin Lin,Chaouki Diab,N
Gianni Di Pillo,William E. Higgins,N
Irving S. Reed,Yuh-Min Tseng,N
Roswitha Blind,Maya Gokhale,N
Dusko Pavlovic,Vincenzo Grassi,N
Paola Bertolazzi,Ivan Rozman,N
Eric W. M. Wong,Alexandru Colesnicov,N
Steve Drekic,Saul Greenberg,N
Mamoru Nakanishi,Frank De Clerck,N
Achiel R. Van Cauwenberghe,Gabriel Ciobanu,N
Michael R. Osborne,Geoff Walsham,N
Mohamed Ibnkahla,Virginia L. Stonick,N
Michael Fisher 0001,Wilfried Buchholz,N
Knut Petras,Walter Gautschi,N
Haengrae Cho,Bruce L. Jacob,N
Naveen Prakash,Evgueni Gordienko,N
Hamish Cunningham,Kwang-Ting Cheng,N
Kalervo Järvelin,Michel Gendreau,N
Rauf Izmailov,Monika Agrawal,N
Yoram Baram,Alessandro Berarducci,N
Tibor Csendes,Akinori Nishihara,N
Wei Xing Zheng,Per Gunningberg,N
A. Michael Noll,László Györfi,N
Wen-Lian Hsu,Michael C. Fu,N
Bruce A. Draper,Gigliola Vaglini,N
Wolfgang Burr,Tomoyuki Nishita,N
Bala Shetty,Torben Amtoft,N
Ralf Steinmetz,Tazio Strozzi,N
Xiaoyong Du,Peter Stoehr,N
Patrick Gros,Paola D'Aquino,N
José C. Monteiro,Janan T. Eppig,N
Teresa H. Y. Meng,Concepción Perpiñá,N
Germain Garcia,Danièle Gardy,N
Susan L. Ustin,Toshio Fukuda,N
Aldo de Luca,Charles L. Ortiz Jr.,N
Joseph F. Traub,David W. Clarke,N
Terrance A. Mankus,Ari Rappoport,N
David A. Maluf,Jonathan Eckstein,N
Theodore A. Tsiligirides,Andrés Bujosa,N
Geoff Walsham,Bingsheng He,N
Jeffrey B. Lotspiech,Christine Bessenrodt,N
Roger D. Pollard,Gen Matsumoto,N
Jiannong Cao,Kwangkeun Yi,N
Gesine Reinert,John Hershberger 0001,N
Max Gunzburger,Vladimir V. Savchenko,N
Stanko Strmcnik,Panagiotis Kouvelis,N
Michael Freund,Henry A. Kautz,N
Ahmed K. Elhakeem,Andreas Siebert,N
David H. Marwick,Shashi Phoha,N
Vassili C. Mavron,Georg Hartmann,N
Chun-Hung Kuo,Alessio Lomuscio,N
V. Sridharan,Xiaowei Li 0001,N
Marwan A. Simaan,Kwok-kuen Tse,N
Francesco Pinciroli,John G. Gammack,N
Steve Hurley,Steve McLaughlin 0001,N
Joseph Naor,Martin Dietzfelbinger,N
Aleksandar Jurisic,Tomoharu Nakashima,N
Grzegorz Kubicki,Nigel P. Smart,N
Hiroshi Takeda,Quintin I. Cutts,N
Jordi Vitrià,João C. N. Clímaco,N
Morton J. M. Posner,N. Venkatraman,N
Tamás Szántai,Farnam Jahanian,N
Rolf Kötter,Balasubramaniam Ramesh,N
Ali Jaoua,Jürgen Klüners,N
Mark W. Maier,Peter van Beek,N
Offer Kella,Thomas F. Melham,N
Sebastian Egner,Lynn Margaret Batten,N
Evangelos P. Markatos,Xiaoming Wang,N
Steven Henikoff,Wolfgang Coy,N
Michael A. Wolfe,T. H. Lee,N
I. A. Ismail,Jean Pontnau,N
Byron Dom,José E. Moreira,N
Kurt C. Wallnau,Marc Moonen,N
Priscilla Caplan,Vladimir Cherkassky,N
Sjaak Brinkkemper,Abdul Paliwala,N
Azucena Garcia-Palacios,Gerald W. Neufeld,N
David W. Reed,Wolfgang Minker,N
Raghu Raghavan,Ralph L. Keeney,N
Adriano de Luca,Falai Chen,N
Dapeng Wu 0001,Leo Harrington,N
Alex Alves Freitas,David Peel,N
Tatsuya Hayashi,Wei Zhao 0001,N
Marek Mika,Katsuhiko Shirai,N
Jogesh K. Muppala,Arun Sharma,N
Sandeep S. Kulkarni,Katherine W. McCain,N
Kuang-Chien Chen,Wen-Hsiang Tsai,N
Branko Grünbaum,Abdul Sattar 0001,N
David H. Staelin,Charles L. Weber,N
Stephan Olariu,Fredrik Kahl,N
Marisa Zaragozá,Harlan B. Russell,N
José M. N. Leitão,Luc Quoniam,N
Jong-Tae Lim,David Harwood,N
Srinivasan Keshav,Janet Wiles,N
Ying Li,Abbas Yongaçoglu,N
Saverio Mascolo,Todd Wareham,N
Cédric Demeure,Grégoire Malandain,N
Rolf Apweiler,André Quinquis,N
Jari Toivanen,Hugh J. Miser,N
Guangzhi Li,Stefanos Kaxiras,N
James C. Lin,Isidore Rigoutsos,N
Nam Ik Cho,Stephen G. Simpson,N
Clifford Liem,Peng-Chor Leong,N
Ratnesh Kumar 0001,Kathryn S. McKinley,N
Hideaki Goto,Gregory Levitin,N
Ingrid Verbauwhede,Tian-Bo Deng,N
Jaroslav Stark,Abdelhak M. Zoubir,N
Murad S. Taqqu,Frank Stephan 0001,N
George Carayannis,Norbert Seifter,N
Örjan Ekeberg,Alfonso Pierantonio,N
Tilman Bünte,Jeffrey B. Lotspiech,N
Stoyan N. Kapralov,Gökhan Tür,N
Robert M. Freund,Eric Goles Ch.,N
Martin Frické,Douglas R. Smith,N
M. L. Glasser,Krzysztof Pawlikowski,N
Youfu Li,Sanjay Kumar Madria,N
Guu-Chang Yang,Leopoldo García Franquelo,N
Wolfgang Ecker,Hisao Tamaki,N
Didier Dubois,Afonso Ferreira,N
Maurizio Martelli,David Tipper,N
Andrew Grosso,Hiroshi Tanaka,N
David W. Townsend,Irit Dinur,N
Tomohide Naniwa,B. Ramakrishna Rau,N
Zdzislaw Skupien,Darrell Conklin,N
Christoph Quix,Yuan-Ping Pang,N
Alan T. Murray,Donald Goldfarb,N
Vladimir P. Korzhik,Sauro Tulipani,N
Adolfo Steiger-Garção,Renato Iannella,N
Charles E. Perkins,Steven McCanne,N
Ellen W. Zegura,Alfonso Pierantonio,N
Stephen J. Thomas,Joanne E. Hale,N
Theodore S. Rappaport,Peter Cholak,N
Luca Chittaro,Jörg Meyer,N
Oliver M. Collins,Efstratios Skafidas,N
Richard A. Brualdi,Hirosuke Yamamoto,N
Jean-Michel Jolion,Yaser Yacoob,N
Ming Ma,Peter Kirrinnis,N
Elio Usai,Nasser Saheb,N
Michael Stiebitz,András G. Radványi,N
Loet Leydesdorff,Peter Monk 0001,N
William D. Clinger,Michael Lindenbaum,N
George Vukovich,Indradeep Ghosh,N
Wan-Chi Siu,Mark C. Little,N
Joseph Zaks,Shih-Sen Chang,N
Oliver Lemon,K. P. K. Nair,N
Dick C. A. Bulterman,Jong-Sen Lee,N
Sebastian Egner,Olav Lysne,N
Uri Shaked,Marc Rioux,N
Reza Shadmehr,Joseph A. Thas,N
Hamed Sari-Sarraf,Andreas Stathopoulos,N
Cristian Masalagiu,Giacomo Indiveri,N
Hyoung-Joo Kim,Mohammed Atiquzzaman,N
Yoji Kuroda,Peter Hall,N
Gustav Pomberger,Johnny A. Johannessen,N
Seth J. Teller,Joseph Ronsin,N
Baogang Xu,Larry Hauser,N
Stephen R. Tate,Eastwood Im,N
Nunzio Aldo D'Andrea,Gwan-Hwan Hwang,N
Bhaba R. Sarker,Chi-Sung Laih,N
Zhi-Pei Liang,Jane M. Mackay,N
Vladimir A. Volpert,Jack Brimberg,N
Ilijas Farah,Steve J. Westerman,N
Remco C. Veltkamp,Ying Nian Wu,N
Neeraj K. Sharma,Brian A. Wandell,N
Chiara Francalanci,Peter Brass,N
Ker-I Ko,Sergei N. Artëmov,N
Chris J. Hinde,Annie Kuntzmann-Combelles,N
Michal Penn,Jean-Claude Léon,N
Darko Skorin-Kapov,Paulo Cesar Masiero,N
Guangzhi Li,Jun-Ho Oh,N
Wolfgang Wilke,M. Omair Ahmad,N
James Odell,Taro Maeda,N
Ron Shamir,Millist W. Vincent,N
Michael E. Theologou,René Caubet,N
Brent Hailpern,Elisa Bertino,N
Yolande E. Chan,Xinhua Zhuang,N
Peter P. Stavroulakis,Vicente Hernández,N
Aart Blokhuis,François-Marie Bréon,N
Jean-Pierre Barthélemy,Davide Rocchesso,N
Yasuo Kuniyoshi,Lorna Stewart,N
Peter Henderson 0001,Tony Ottosson,N
Kwok-Wa Lam,Mark L. G. Althouse,N
Sajal K. Das,Mark J. Schervish,N
Selmer Bringsjord,Michael J. Maher,N
Martin Brown,Daniel Bloyet,N
Rajiv Sabherwal,Gregory L. McColm,N
Guisseppi A. Forgionne,Seth J. Teller,N
Martin Grötschel,Alfred Kobsa,N
Samuel E. Bodily,T. E. S. Raghavan,N
Giovanni Macelloni,David R. Smith,N
Michel J. Menou,Bin Jiang,N
John Cantwell,Ajit V. Rao,N
Anthony Jameson,André Barbé,N
William C. Regli,Haluk Ögmen,N
Kunihiko Fukushima,William J. Kettinger,N
Mário A. T. Figueiredo,Andrea Schaerf,N
Hock Chuan Chan,Norio Akamatsu,N
Andrzej Wronski,Akira Fukuda,N
Ger Koole,Naohisa Otsuka,N
Jirí Sgall,Abbe Mowshowitz,N
Dieter Kratsch,Armin B. Cremers,N
Viggo Stoltenberg-Hansen,Bonnie L. Maidak,N
Kojiro Kobayashi,Mikhail Moshkov,N
Vincent van Oostrom,Takayuki Hibi,N
Dave Crocker,Mark Aagaard,N
S. R. Mohan,Gennaro Fedele,N
Stefano Malan,JungHyun Han,N
Kenichi Nagami,Daniele Frigioni,N
Marek J. Druzdzel,Weiliang Xu,N
Antanas Lipeika,Kyoung Mu Lee,N
Ferdinando Cicalese,Gilles Burel,N
Michael A. Henning,David W. Binkley,N
Falko Bause,Minoru Tanaka,N
Gurdeep S. Hura,Toshiyuki Asakura,N
Carlos Canudas de Wit,Gennady Samorodnitsky,N
Steffen Lempp,Lucien Haddad,N
Tomohiro Yoneda,Juha Heinänen,N
David R. Bull,Urs Wegmüller,N
Diane Crawford,Peter Druschel,N
Seongsoo Hong,Yoshihisa Shinagawa,N
Ming Gu,Pankaj K. Agarwal,N
Aaron Melman,Morton E. Munk,N
Makoto Sato,Nikitas M. Sgouros,N
Mariusz Meszka,W. Boyd Rayward,N
Ching-Chung Li,Henk D. L. Hollmann,N
Julio Collado-Vides,Stephen J. Payne,N
Kimberly C. Claffy,Christof Weinhardt,N
Alan A. Bertossi,David R. Lyzenga,N
Mikko H. Lipasti,Ulrich Büker,N
Peter N. Yianilos,Linus Michaeli,N
André Ferrari,Mukesh K. Mohania,N
N. Ramanujam,Michael J. Vrhel,N
Jing Bai,Peter C. Wright,N
Massimo Bernaschi,Gul Agha,N
Stefan Brass,James Arvo,N
John Hallam,Timothy Y. Chow,N
Branislav M. Popovic,Abdou Youssef,N
Martin Rumpf,Jörg Gebhardt,N
Charles L. Byrne,Massimo Poncino,N
C. Dianne Martin,Jae-Gyeom Kim,N
Anselmo Lastra,Lawrence J. Rosenblum,N
Rafael B. Fierro,Val Tannen,N
José Carlos Príncipe,Isabelle E. Magnin,N
Panagiotis Tzionas,Shashi Phoha,N
B. H. Rudall,Charles D. Hansen,N
Sebastian Egner,Theodora A. Varvarigou,N
Cheng-Wen Wu,H. K. Huang,N
Erik P. de Vink,Christian Michel,N
Masaki Aono,Richard H. Lathrop,N
Rauf Izmailov,Peter Ross,N
Guillermo A. Alvarez,Joseph A. Konstan,N
Markku Kojo,Myoung-Hee Kim,N
David Pisinger,Edwin P. D. Pednault,N
Carlo Tasso,Carlos Tomei,N
Jack M. Loomis,Lalit M. Patnaik,N
Sang Hyuk Kang,Guy Pujolle,N
John D. Angelopoulos,Robert E. Jamison,N
Werner Horn,Geoffrey J. Barton,N
J. Rubinstein,Ye-In Chang,N
Kurt D. Bollacker,Gaetano Pasini,N
William E. McCarthy,Helena Szczerbicka,N
Michael Böttner,L. P. S. Singh,N
Yuhe Ren,Rodney R. Howell,N
George-Peter K. Economou,Julio Solano-González,N
Takashi Satou,Paul E. R. Lippens,N
Richard C. H. Connor,Ryszard Kozera,N
Antoine Petitet,Jorma T. Virtamo,N
Mourad Kara,Donggang Yu,N
Habib Youssef,Yehezkel Yeshurun,N
Ashok Erramilli,Jacques André,N
Riccardo Raheli,Jesús Manuel de la Cruz,N
Raymond W. Yeung,Donald A. Norman,N
Beiliang Du,Gordon M. Shepherd,N
Francis K. Lam,David N. Wilson,N
Ronald E. Rice,Behrooz A. Shirazi,N
Geok Soon Hong,Fabian A. Ehikhamenor,N
Michael Merritt,Fabio Crestani,N
Daniel Etiemble,Gregorio Malajovich,N
S. Kim,Leon S. Lasdon,N
Domenico Saccà,Rudi Vuerinckx,N
Stefano Panzeri,Hiroshi Takahashi,N
Anuj Dawar,Marie-Pierre Dubuisson-Jolly,N
Kieron O'Hara,Alexander Aiken,N
Stevo Todorcevic,Ellis L. Johnson,N
George E. Karniadakis,Vladimir A. Fomichov,N
Habong Chung,Mario A. Rotea,N
Dominique Estival,Barack Shoham,N
Monique Snoeck,Nikos E. Mastorakis,N
Éric Grégoire,Peter Schuchert,N
James K. Mills,David Notkin,N
